date[YYYYDDD],date,product,band,min,max,sum,range,mean,variance,standard_deviation,tot_pixels,pixels_pass_qa,per_cent_pixels_pass_qa
A2009009,2009-01-09,MOD11A2,LST_Day_1km,260.5400,274.4800,255873.1094,13.9400,266.2571,6.6504,2.5788,961,961,100.00
A2009017,2009-01-17,MOD11A2,LST_Day_1km,264.1800,275.4000,260256.5312,11.2200,271.6665,4.6547,2.1575,961,958,99.69
A2009025,2009-01-25,MOD11A2,LST_Day_1km,265.0800,276.7200,242163.9062,11.6400,270.5742,3.5240,1.8772,961,895,93.13
A2009033,2009-02-02,MOD11A2,LST_Day_1km,268.2400,281.1600,120017.1875,12.9200,274.6389,10.8735,3.2975,961,437,45.47
A2009041,2009-02-10,MOD11A2,LST_Day_1km,255.6600,267.1600,86234.8516,11.5000,262.9111,8.1498,2.8548,961,328,34.13
A2009049,2009-02-18,MOD11A2,LST_Day_1km,255.3200,270.6200,80608.8828,15.3000,261.7172,11.8682,3.4450,961,308,32.05
A2009057,2009-02-26,MOD11A2,LST_Day_1km,257.5200,283.1400,253061.2344,25.6200,275.0666,6.6238,2.5737,961,920,95.73
A2009065,2009-03-06,MOD11A2,LST_Day_1km,259.0400,285.8400,123648.1172,26.8000,274.1643,29.1011,5.3945,961,451,46.93
A2009073,2009-03-14,MOD11A2,LST_Day_1km,264.6000,283.5800,264153.8438,18.9800,274.8739,28.5297,5.3413,961,961,100.00
A2009081,2009-03-22,MOD11A2,LST_Day_1km,257.2400,282.2200,120413.2734,24.9800,276.8121,47.6763,6.9048,961,435,45.27
A2009089,2009-03-30,MOD11A2,LST_Day_1km,280.5000,294.1000,278903.1250,13.6000,290.2218,7.3941,2.7192,961,961,100.00
A2009097,2009-04-07,MOD11A2,LST_Day_1km,286.1800,295.4400,280708.3125,9.2600,292.1002,2.2118,1.4872,961,961,100.00
A2009105,2009-04-15,MOD11A2,LST_Day_1km,289.2800,296.6400,281957.3125,7.3600,293.3999,1.9381,1.3922,961,961,100.00
A2009113,2009-04-23,MOD11A2,LST_Day_1km,290.3800,299.3600,284441.0625,8.9800,295.9845,3.6303,1.9053,961,961,100.00
A2009121,2009-05-01,MOD11A2,LST_Day_1km,289.4800,299.6200,283174.9375,10.1400,294.6670,3.8859,1.9713,961,961,100.00
A2009129,2009-05-09,MOD11A2,LST_Day_1km,282.6600,293.9600,277845.2500,11.3000,289.1210,3.6682,1.9152,961,961,100.00
A2009137,2009-05-17,MOD11A2,LST_Day_1km,286.0200,297.9400,281613.7188,11.9200,293.0424,3.6296,1.9052,961,961,100.00
A2009145,2009-05-25,MOD11A2,LST_Day_1km,290.0600,304.1000,284728.1250,14.0400,296.2832,5.2275,2.2864,961,961,100.00
A2009153,2009-06-02,MOD11A2,LST_Day_1km,286.5600,301.6800,281183.9688,15.1200,294.1255,4.7710,2.1843,961,956,99.48
A2009161,2009-06-10,MOD11A2,LST_Day_1km,288.9200,297.2400,282188.4375,8.3200,293.6404,2.2515,1.5005,961,961,100.00
A2009169,2009-06-18,MOD11A2,LST_Day_1km,289.4800,300.1000,270542.4062,10.6200,295.0299,3.0031,1.7330,961,917,95.42
A2009177,2009-06-26,MOD11A2,LST_Day_1km,293.8400,302.3600,286766.5938,8.5200,298.4044,1.8038,1.3431,961,961,100.00
A2009185,2009-07-04,MOD11A2,LST_Day_1km,286.6600,299.3800,278925.3750,12.7200,293.2969,3.9636,1.9909,961,951,98.96
A2009193,2009-07-12,MOD11A2,LST_Day_1km,294.2000,305.0000,288035.8750,10.8000,299.7252,2.7180,1.6486,961,961,100.00
A2009201,2009-07-20,MOD11A2,LST_Day_1km,292.0800,306.4600,287578.3125,14.3800,299.2490,8.5578,2.9254,961,961,100.00
A2009209,2009-07-28,MOD11A2,LST_Day_1km,294.2800,303.6400,286790.3750,9.3600,298.4291,2.7301,1.6523,961,961,100.00
A2009217,2009-08-05,MOD11A2,LST_Day_1km,290.6600,301.8600,284595.1250,11.2000,296.1448,3.5739,1.8905,961,961,100.00
A2009225,2009-08-13,MOD11A2,LST_Day_1km,292.5600,301.6200,285497.0000,9.0600,297.0833,2.4804,1.5749,961,961,100.00
A2009233,2009-08-21,MOD11A2,LST_Day_1km,293.9800,302.7400,286203.1875,8.7600,297.8181,2.2130,1.4876,961,961,100.00
A2009241,2009-08-29,MOD11A2,LST_Day_1km,288.3200,297.4200,281951.3438,9.1000,293.3937,2.7146,1.6476,961,961,100.00
A2009249,2009-09-06,MOD11A2,LST_Day_1km,287.4000,296.3400,280610.2500,8.9400,291.9982,2.7529,1.6592,961,961,100.00
A2009257,2009-09-14,MOD11A2,LST_Day_1km,287.9600,294.8200,280491.3750,6.8600,291.8745,1.5589,1.2486,961,961,100.00
A2009265,2009-09-22,MOD11A2,LST_Day_1km,288.7800,296.0600,281193.9688,7.2800,292.6056,2.4613,1.5689,961,961,100.00
A2009273,2009-09-30,MOD11A2,LST_Day_1km,282.6000,293.2600,277182.0938,10.6600,288.7314,3.1730,1.7813,961,960,99.90
A2009281,2009-10-08,MOD11A2,LST_Day_1km,280.5800,290.7200,27227.0664,10.1400,286.6007,5.7465,2.3972,961,95,9.89
A2009289,2009-10-16,MOD11A2,LST_Day_1km,275.0200,285.6600,268068.9375,10.6400,281.5850,4.5692,2.1376,961,952,99.06
A2009297,2009-10-24,MOD11A2,LST_Day_1km,275.4400,287.4600,211463.3438,12.0200,279.7134,5.1300,2.2649,961,756,78.67
A2009305,2009-11-01,MOD11A2,LST_Day_1km,275.1800,280.6600,267274.1250,5.4800,278.1208,0.8087,0.8993,961,961,100.00
A2009313,2009-11-09,MOD11A2,LST_Day_1km,271.2600,285.7400,271297.5000,14.4800,282.3075,3.1026,1.7614,961,961,100.00
A2009321,2009-11-17,MOD11A2,LST_Day_1km,276.2000,284.6200,270691.5000,8.4200,281.6769,1.1916,1.0916,961,961,100.00
A2009329,2009-11-25,MOD11A2,LST_Day_1km,278.4000,283.1400,269836.5625,4.7400,280.7873,0.6814,0.8255,961,961,100.00
A2009337,2009-12-03,MOD11A2,LST_Day_1km,270.4400,277.3400,255485.9375,6.9000,274.4210,1.4755,1.2147,961,931,96.88
A2009345,2009-12-11,MOD11A2,LST_Day_1km,257.1800,262.4600,98698.4531,5.2800,259.0511,2.4001,1.5492,961,381,39.65
A2009353,2009-12-19,MOD11A2,LST_Day_1km,254.4200,271.5200,255415.5938,17.1000,265.7811,8.3385,2.8876,961,961,100.00
A2009361,2009-12-27,MOD11A2,LST_Day_1km,269.3400,274.8000,149091.2500,5.4600,272.0643,1.7859,1.3364,961,548,57.02
A2010001,2010-01-01,MOD11A2,LST_Day_1km,257.3800,264.4400,242786.1406,7.0600,261.6230,1.7259,1.3137,961,928,96.57
A2010009,2010-01-09,MOD11A2,LST_Day_1km,259.9000,268.0800,81410.3906,8.1800,265.1804,2.2678,1.5059,961,307,31.95
A2010017,2010-01-17,MOD11A2,LST_Day_1km,255.4600,264.4400,248914.2188,8.9800,259.0158,3.1342,1.7704,961,961,100.00
A2010025,2010-01-25,MOD11A2,LST_Day_1km,250.3200,262.6200,244362.4375,12.3000,254.5442,4.4953,2.1202,961,960,99.90
A2010033,2010-02-02,MOD11A2,LST_Day_1km,266.1400,272.5600,258304.5781,6.4200,268.7873,1.3121,1.1455,961,961,100.00
A2010041,2010-02-10,MOD11A2,LST_Day_1km,263.3200,269.6000,65066.7344,6.2800,267.7643,1.3512,1.1624,961,243,25.29
A2010049,2010-02-18,MOD11A2,LST_Day_1km,266.9600,275.4200,256866.6875,8.4600,272.1046,1.3675,1.1694,961,944,98.23
A2010057,2010-02-26,MOD11A2,LST_Day_1km,269.1200,282.3600,212950.0781,13.2400,276.1998,5.2199,2.2847,961,771,80.23
A2010065,2010-03-06,MOD11A2,LST_Day_1km,264.7400,274.9400,230517.6719,10.2000,268.6686,4.5378,2.1302,961,858,89.28
A2010073,2010-03-14,MOD11A2,LST_Day_1km,269.3400,281.8200,60342.4023,12.4800,275.5361,5.6736,2.3819,961,219,22.79
A2010081,2010-03-22,MOD11A2,LST_Day_1km,284.5200,294.0000,279058.9375,9.4800,290.3839,3.4410,1.8550,961,961,100.00
A2010089,2010-03-30,MOD11A2,LST_Day_1km,281.0400,292.0600,275644.6875,11.0200,287.4293,5.0775,2.2533,961,959,99.79
A2010097,2010-04-07,MOD11A2,LST_Day_1km,281.2800,294.9400,273062.5312,13.6600,289.5679,6.0533,2.4603,961,943,98.13
A2010105,2010-04-15,MOD11A2,LST_Day_1km,284.4400,296.3200,279221.7188,11.8800,290.5533,6.5612,2.5615,961,961,100.00
A2010113,2010-04-23,MOD11A2,LST_Day_1km,287.6200,296.7400,282024.9688,9.1200,293.4703,2.2258,1.4919,961,961,100.00
A2010121,2010-05-01,MOD11A2,LST_Day_1km,286.2000,286.9400,1432.5200,0.7400,286.5040,0.1269,0.3563,961,5,0.52
A2010129,2010-05-09,MOD11A2,LST_Day_1km,285.0400,296.1200,204407.8438,11.0800,291.5946,2.8420,1.6858,961,701,72.94
A2010137,2010-05-17,MOD11A2,LST_Day_1km,279.5200,298.0400,164475.5312,18.5200,292.1413,5.3239,2.3074,961,563,58.58
A2010145,2010-05-25,MOD11A2,LST_Day_1km,289.3000,297.9800,281893.7812,8.6800,293.9456,1.9064,1.3807,961,959,99.79
A2010153,2010-06-02,MOD11A2,LST_Day_1km,292.9800,302.2800,285469.0000,9.3000,297.0541,1.8938,1.3762,961,961,100.00
A2010161,2010-06-10,MOD11A2,LST_Day_1km,295.8400,303.5000,287265.8750,7.6600,298.9239,1.1063,1.0518,961,961,100.00
A2010169,2010-06-18,MOD11A2,LST_Day_1km,284.8000,294.1400,71116.7969,9.3400,289.0927,5.4619,2.3371,961,246,25.60
A2010177,2010-06-26,MOD11A2,LST_Day_1km,294.7800,304.3600,286855.4375,9.5800,298.4968,1.9178,1.3848,961,961,100.00
A2010185,2010-07-04,MOD11A2,LST_Day_1km,294.6600,306.1000,287059.2188,11.4400,298.7089,3.0264,1.7396,961,961,100.00
A2010193,2010-07-12,MOD11A2,LST_Day_1km,296.9000,309.0000,290818.5625,12.1000,302.6208,3.2714,1.8087,961,961,100.00
A2010201,2010-07-20,MOD11A2,LST_Day_1km,292.5400,306.7000,281284.6875,14.1600,300.1971,5.3021,2.3026,961,937,97.50
A2010209,2010-07-28,MOD11A2,LST_Day_1km,290.8200,302.6400,285034.2500,11.8200,297.2203,3.5162,1.8752,961,959,99.79
A2010217,2010-08-05,MOD11A2,LST_Day_1km,291.5000,302.6200,285415.6562,11.1200,296.9986,3.1765,1.7823,961,961,100.00
A2010225,2010-08-13,MOD11A2,LST_Day_1km,290.9000,301.8200,284162.9688,10.9200,295.6951,4.0212,2.0053,961,961,100.00
A2010233,2010-08-21,MOD11A2,LST_Day_1km,290.3400,300.6000,284248.2188,10.2600,295.7838,3.6120,1.9005,961,961,100.00
A2010241,2010-08-29,MOD11A2,LST_Day_1km,282.0000,290.0600,112330.2188,8.0600,286.5567,2.4296,1.5587,961,392,40.79
A2010249,2010-09-06,MOD11A2,LST_Day_1km,283.1200,291.9400,277187.8438,8.8200,288.4369,1.6779,1.2954,961,961,100.00
A2010257,2010-09-14,MOD11A2,LST_Day_1km,284.8200,293.8400,277983.7188,9.0200,289.2650,1.8390,1.3561,961,961,100.00
A2010265,2010-09-22,MOD11A2,LST_Day_1km,289.3600,297.0200,281506.9062,7.6600,292.9312,1.5732,1.2543,961,961,100.00
A2010273,2010-09-30,MOD11A2,LST_Day_1km,282.9800,289.4000,275170.8438,6.4200,286.3380,1.1653,1.0795,961,961,100.00
A2010281,2010-10-08,MOD11A2,LST_Day_1km,281.4400,285.9000,272726.6250,4.4600,283.7946,0.6534,0.8083,961,961,100.00
A2010289,2010-10-16,MOD11A2,LST_Day_1km,272.2200,284.5000,263741.0000,12.2800,281.4738,2.8600,1.6911,961,937,97.50
A2010297,2010-10-24,MOD11A2,LST_Day_1km,278.9200,288.0000,271993.0938,9.0800,283.0313,2.1526,1.4672,961,961,100.00
A2010305,2010-11-01,MOD11A2,LST_Day_1km,280.1400,289.0200,189754.5625,8.8800,284.4896,3.4270,1.8512,961,667,69.41
A2010313,2010-11-09,MOD11A2,LST_Day_1km,279.1000,287.4000,272938.7188,8.3000,284.0153,1.2053,1.0979,961,961,100.00
A2010321,2010-11-17,MOD11A2,LST_Day_1km,276.5200,283.9000,268031.0625,7.3800,281.2498,1.8533,1.3614,961,953,99.17
A2010329,2010-11-25,MOD11A2,LST_Day_1km,264.9000,272.2400,258109.8438,7.3400,269.4257,1.4149,1.1895,961,958,99.69
A2010337,2010-12-03,MOD11A2,LST_Day_1km,255.0600,270.2600,252189.2969,15.2000,263.2456,6.1902,2.4880,961,958,99.69
A2010345,2010-12-11,MOD11A2,LST_Day_1km,257.8800,263.9800,251226.1562,6.1000,261.4216,1.0629,1.0310,961,961,100.00
A2010353,2010-12-19,MOD11A2,LST_Day_1km,253.9600,277.9000,260503.0625,23.9400,271.9239,12.5492,3.5425,961,958,99.69
A2010361,2010-12-27,MOD11A2,LST_Day_1km,257.2000,265.4600,196350.7969,8.2600,262.5011,2.7285,1.6518,961,748,77.84
A2011001,2011-01-01,MOD11A2,LST_Day_1km,262.4000,267.3000,254759.7656,4.9000,265.0986,0.9326,0.9657,961,961,100.00
A2011009,2011-01-09,MOD11A2,LST_Day_1km,263.7600,280.1200,201690.7344,16.3600,273.6645,8.4782,2.9117,961,737,76.69
A2011017,2011-01-17,MOD11A2,LST_Day_1km,270.8000,279.4600,265608.4062,8.6600,276.6754,2.9100,1.7059,961,960,99.90
A2011025,2011-01-25,MOD11A2,LST_Day_1km,264.9600,269.1800,256832.8906,4.2200,267.2559,0.5712,0.7558,961,961,100.00
A2011033,2011-02-02,MOD11A2,LST_Day_1km,274.3600,282.5000,268061.0938,8.1400,279.2303,3.9977,1.9994,961,960,99.90
A2011041,2011-02-10,MOD11A2,LST_Day_1km,269.6000,277.8800,262497.7812,8.2800,273.1507,2.2983,1.5160,961,961,100.00
A2011049,2011-02-18,MOD11A2,LST_Day_1km,259.5000,266.0200,191238.0938,6.5200,262.3293,1.0296,1.0147,961,729,75.86
A2011057,2011-02-26,MOD11A2,LST_Day_1km,271.1600,280.1000,264095.8750,8.9400,274.8136,2.1322,1.4602,961,961,100.00
A2011065,2011-03-06,MOD11A2,LST_Day_1km,277.3400,285.1600,270030.5000,7.8200,280.9891,1.7461,1.3214,961,961,100.00
A2011073,2011-03-14,MOD11A2,LST_Day_1km,273.8000,291.2600,267646.7812,17.4600,284.7306,7.1711,2.6779,961,940,97.81
A2011081,2011-03-22,MOD11A2,LST_Day_1km,278.1200,288.3000,273267.4062,10.1800,284.3573,3.5001,1.8709,961,961,100.00
A2011089,2011-03-30,MOD11A2,LST_Day_1km,285.3000,295.2200,279904.1562,9.9200,291.2634,2.9793,1.7261,961,961,100.00
A2011097,2011-04-07,MOD11A2,LST_Day_1km,276.2600,291.0400,121333.4609,14.7800,283.4894,15.1326,3.8901,961,428,44.54
A2011105,2011-04-15,MOD11A2,LST_Day_1km,284.7200,296.5200,281102.5625,11.8000,292.5105,3.0660,1.7510,961,961,100.00
A2011113,2011-04-23,MOD11A2,LST_Day_1km,281.2800,297.7600,272439.9688,16.4800,292.0042,7.6792,2.7711,961,933,97.09
A2011121,2011-05-01,MOD11A2,LST_Day_1km,282.3000,294.4200,278193.2500,12.1200,289.4831,3.5123,1.8741,961,961,100.00
A2011129,2011-05-09,MOD11A2,LST_Day_1km,290.7600,300.4800,283580.7500,9.7200,295.0892,1.7921,1.3387,961,961,100.00
A2011137,2011-05-17,MOD11A2,LST_Day_1km,289.3200,303.5200,284167.3438,14.2000,296.0077,2.9719,1.7239,961,960,99.90
A2011145,2011-05-25,MOD11A2,LST_Day_1km,290.0800,302.5800,284317.8750,12.5000,295.8563,2.6662,1.6328,961,961,100.00
A2011153,2011-06-02,MOD11A2,LST_Day_1km,292.8600,301.2800,285146.9688,8.4200,296.7190,1.7097,1.3076,961,961,100.00
A2011161,2011-06-10,MOD11A2,LST_Day_1km,288.3400,297.5600,251239.9844,9.2200,293.1622,4.2396,2.0590,961,857,89.18
A2011169,2011-06-18,MOD11A2,LST_Day_1km,286.1200,302.3200,275648.5625,16.2000,295.4433,7.7692,2.7873,961,933,97.09
A2011177,2011-06-26,MOD11A2,LST_Day_1km,282.7800,297.3400,62526.1367,14.5600,292.1782,10.1157,3.1805,961,214,22.27
A2011185,2011-07-04,MOD11A2,LST_Day_1km,295.2600,305.4800,287453.6250,10.2200,299.1193,1.9086,1.3815,961,961,100.00
A2011193,2011-07-12,MOD11A2,LST_Day_1km,295.2600,304.7800,287414.3750,9.5200,299.0784,2.1830,1.4775,961,961,100.00
A2011201,2011-07-20,MOD11A2,LST_Day_1km,288.0800,299.8200,197563.6250,11.7400,293.9935,4.3111,2.0763,961,672,69.93
A2011209,2011-07-28,MOD11A2,LST_Day_1km,285.4800,301.1800,282898.5312,15.7000,295.3012,7.3657,2.7140,961,958,99.69
A2011217,2011-08-05,MOD11A2,LST_Day_1km,290.8600,303.1000,286586.9375,12.2400,298.2174,3.3072,1.8186,961,961,100.00
A2011225,2011-08-13,MOD11A2,LST_Day_1km,289.7000,300.1600,283499.8750,10.4600,295.0051,2.5334,1.5917,961,961,100.00
A2011233,2011-08-21,MOD11A2,LST_Day_1km,297.2000,304.6200,288041.7188,7.4200,299.7312,1.1599,1.0770,961,961,100.00
A2011241,2011-08-29,MOD11A2,LST_Day_1km,291.9000,299.3200,283989.1250,7.4200,295.5142,1.7645,1.3283,961,961,100.00
A2011249,2011-09-06,MOD11A2,LST_Day_1km,289.9000,301.4400,284474.2812,11.5400,296.0190,4.0272,2.0068,961,961,100.00
A2011257,2011-09-14,MOD11A2,LST_Day_1km,289.5600,298.2800,281732.1562,8.7200,293.4710,2.4395,1.5619,961,960,99.90
A2011265,2011-09-22,MOD11A2,LST_Day_1km,288.1200,294.4600,279963.6250,6.3400,291.3253,1.6750,1.2942,961,961,100.00
A2011273,2011-09-30,MOD11A2,LST_Day_1km,290.0600,296.5200,281890.7500,6.4600,293.3307,2.4048,1.5507,961,961,100.00
A2011281,2011-10-08,MOD11A2,LST_Day_1km,277.7200,283.5600,65559.8906,5.8400,280.1705,1.0557,1.0275,961,234,24.35
A2011289,2011-10-16,MOD11A2,LST_Day_1km,279.1800,284.9400,271408.4688,5.7600,282.4230,1.3866,1.1775,961,961,100.00
A2011297,2011-10-24,MOD11A2,LST_Day_1km,282.0400,287.3400,274099.8750,5.3000,285.2236,0.9693,0.9845,961,961,100.00
A2011305,2011-11-01,MOD11A2,LST_Day_1km,284.0000,288.1600,275165.1875,4.1600,286.3322,0.4979,0.7056,961,961,100.00
A2011313,2011-11-09,MOD11A2,LST_Day_1km,274.2200,285.5000,268070.0000,11.2800,279.2396,2.8939,1.7012,961,960,99.90
A2011321,2011-11-17,MOD11A2,LST_Day_1km,272.2800,277.9400,242910.4688,5.6600,275.4087,0.8823,0.9393,961,882,91.78
A2011329,2011-11-25,MOD11A2,LST_Day_1km,274.8000,279.2800,266495.5312,4.4800,277.3106,0.5618,0.7495,961,961,100.00
A2011337,2011-12-03,MOD11A2,LST_Day_1km,269.1000,276.8000,257894.5156,7.7000,274.6480,1.8937,1.3761,961,939,97.71
A2011345,2011-12-11,MOD11A2,LST_Day_1km,271.6000,277.2800,264066.1875,5.6800,274.7827,1.0296,1.0147,961,961,100.00
A2011353,2011-12-19,MOD11A2,LST_Day_1km,265.8800,272.0400,210926.5938,6.1600,269.3826,1.7160,1.3100,961,783,81.48
A2011361,2011-12-27,MOD11A2,LST_Day_1km,,,,,,,,961,0,0.00
A2012001,2012-01-01,MOD11A2,LST_Day_1km,251.0200,279.9200,139112.5000,28.9000,271.7041,59.1764,7.6926,961,512,53.28
A2012009,2012-01-09,MOD11A2,LST_Day_1km,251.9400,276.5200,37931.4570,24.5800,269.0174,18.0313,4.2463,961,141,14.67
A2012017,2012-01-17,MOD11A2,LST_Day_1km,264.7800,275.2200,106773.8516,10.4400,270.3135,3.6939,1.9219,961,395,41.10
A2012025,2012-01-25,MOD11A2,LST_Day_1km,258.2800,264.8200,250233.1562,6.5400,260.3883,1.4137,1.1890,961,961,100.00
A2012033,2012-02-02,MOD11A2,LST_Day_1km,252.3400,259.6400,245898.1562,7.3000,256.1439,2.1388,1.4625,961,960,99.90
A2012041,2012-02-10,MOD11A2,LST_Day_1km,256.2200,260.6000,248381.0469,4.3800,258.4610,0.6538,0.8086,961,961,100.00
A2012049,2012-02-18,MOD11A2,LST_Day_1km,263.7200,276.3400,202563.0938,12.6200,268.6513,4.8831,2.2098,961,754,78.46
A2012057,2012-02-26,MOD11A2,LST_Day_1km,271.0800,281.0400,265769.0938,9.9600,276.5547,5.2520,2.2917,961,961,100.00
A2012065,2012-03-05,MOD11A2,LST_Day_1km,268.5400,279.0200,262957.5000,10.4800,274.7727,6.2387,2.4977,961,957,99.58
A2012073,2012-03-13,MOD11A2,LST_Day_1km,280.0000,291.3000,275641.4688,11.3000,286.8278,4.1022,2.0254,961,961,100.00
A2012081,2012-03-21,MOD11A2,LST_Day_1km,281.6200,291.8800,277131.1562,10.2600,288.3779,3.0386,1.7431,961,961,100.00
A2012089,2012-03-29,MOD11A2,LST_Day_1km,282.6800,295.6200,278016.5938,12.9400,289.2993,3.2111,1.7920,961,961,100.00
A2012097,2012-04-06,MOD11A2,LST_Day_1km,277.4400,291.3400,274613.8750,13.9000,285.7585,5.6370,2.3742,961,961,100.00
A2012105,2012-04-14,MOD11A2,LST_Day_1km,278.0000,295.2000,270656.6250,17.2000,289.4723,6.6187,2.5727,961,935,97.29
A2012113,2012-04-22,MOD11A2,LST_Day_1km,292.2600,302.2400,286518.5000,9.9800,298.1462,4.0811,2.0202,961,961,100.00
A2012121,2012-04-30,MOD11A2,LST_Day_1km,294.5200,304.5600,288520.7812,10.0400,300.2297,2.5787,1.6058,961,961,100.00
A2012129,2012-05-08,MOD11A2,LST_Day_1km,289.3400,301.4000,284239.4062,12.0600,295.7746,4.2343,2.0577,961,961,100.00
A2012137,2012-05-16,MOD11A2,LST_Day_1km,290.8000,303.1200,284961.3438,12.3200,296.5258,3.4022,1.8445,961,961,100.00
A2012145,2012-05-24,MOD11A2,LST_Day_1km,285.4800,300.7400,278000.2812,15.2600,293.5589,6.3166,2.5133,961,947,98.54
A2012153,2012-06-01,MOD11A2,LST_Day_1km,284.6800,297.7400,172456.2188,13.0600,290.3303,5.9985,2.4492,961,594,61.81
A2012161,2012-06-09,MOD11A2,LST_Day_1km,290.8000,304.6400,287823.9375,13.8400,299.5046,7.7432,2.7827,961,961,100.00
A2012169,2012-06-17,MOD11A2,LST_Day_1km,296.8800,305.3400,288067.9375,8.4600,299.7585,1.4249,1.1937,961,961,100.00
A2012177,2012-06-25,MOD11A2,LST_Day_1km,293.7800,304.4400,287685.4688,10.6600,299.3605,2.7788,1.6670,961,961,100.00
A2012185,2012-07-03,MOD11A2,LST_Day_1km,298.1200,308.1600,289883.2812,10.0400,301.6475,2.0251,1.4231,961,961,100.00
A2012193,2012-07-11,MOD11A2,LST_Day_1km,285.3000,302.3000,173982.8906,17.0000,292.9005,12.2541,3.5006,961,594,61.81
A2012201,2012-07-19,MOD11A2,LST_Day_1km,288.9200,302.1800,282718.5000,13.2600,294.1920,4.7412,2.1774,961,961,100.00
A2012209,2012-07-27,MOD11A2,LST_Day_1km,294.2600,305.1600,287761.3438,10.9000,299.4395,3.7177,1.9281,961,961,100.00
A2012217,2012-08-04,MOD11A2,LST_Day_1km,294.2200,310.0200,287099.4688,15.8000,298.7508,8.0719,2.8411,961,961,100.00
A2012225,2012-08-12,MOD11A2,LST_Day_1km,291.9400,306.0400,287014.9688,14.1000,298.6628,7.3446,2.7101,961,961,100.00
A2012233,2012-08-20,MOD11A2,LST_Day_1km,296.4200,307.0800,289258.4688,10.6600,300.9974,3.1838,1.7843,961,961,100.00
A2012241,2012-08-28,MOD11A2,LST_Day_1km,293.6000,303.4600,286304.0625,9.8600,297.9231,3.3935,1.8422,961,961,100.00
A2012249,2012-09-05,MOD11A2,LST_Day_1km,292.3800,304.6400,285881.0625,12.2600,297.4829,7.8041,2.7936,961,961,100.00
A2012257,2012-09-13,MOD11A2,LST_Day_1km,286.2400,297.6200,266536.2188,11.3800,293.2192,4.0111,2.0028,961,909,94.59
A2012265,2012-09-21,MOD11A2,LST_Day_1km,286.8000,293.2400,278446.5312,6.4400,289.7466,1.6351,1.2787,961,961,100.00
A2012273,2012-09-29,MOD11A2,LST_Day_1km,287.4000,293.5800,279106.6250,6.1800,290.4335,1.2854,1.1337,961,961,100.00
A2012281,2012-10-07,MOD11A2,LST_Day_1km,280.0400,288.1000,273963.9062,8.0600,285.0821,1.8720,1.3682,961,961,100.00
A2012289,2012-10-15,MOD11A2,LST_Day_1km,287.3400,291.7800,278336.1875,4.4400,289.6318,0.4171,0.6458,961,961,100.00
A2012297,2012-10-23,MOD11A2,LST_Day_1km,267.6000,277.4200,254211.9219,9.8200,271.8844,2.0830,1.4432,961,935,97.29
A2012305,2012-10-31,MOD11A2,LST_Day_1km,259.6600,287.8800,204078.4531,28.2200,282.2662,11.7481,3.4276,961,723,75.23
A2012313,2012-11-08,MOD11A2,LST_Day_1km,277.5600,282.9200,269793.1875,5.3600,280.7421,1.2551,1.1203,961,961,100.00
A2012321,2012-11-16,MOD11A2,LST_Day_1km,273.8000,282.2800,266570.5000,8.4800,279.4240,2.3257,1.5250,961,954,99.27
A2012329,2012-11-24,MOD11A2,LST_Day_1km,265.6200,281.4800,127654.1016,15.8600,276.9070,10.8918,3.3003,961,461,47.97
A2012337,2012-12-02,MOD11A2,LST_Day_1km,259.4000,267.1000,253423.1875,7.7000,263.7078,1.8771,1.3701,961,961,100.00
A2012345,2012-12-10,MOD11A2,LST_Day_1km,259.2400,278.5200,257810.4844,19.2800,268.8326,9.5806,3.0953,961,959,99.79
A2012353,2012-12-18,MOD11A2,LST_Day_1km,252.2800,271.0800,67161.0938,18.8000,265.4589,6.3678,2.5234,961,253,26.33
A2012361,2012-12-26,MOD11A2,LST_Day_1km,266.6000,276.9000,263763.5938,10.3000,274.4678,2.3659,1.5382,961,961,100.00
A2013001,2013-01-01,MOD11A2,LST_Day_1km,271.8200,280.4200,266672.0938,8.6000,277.4944,1.4908,1.2210,961,961,100.00
A2013009,2013-01-09,MOD11A2,LST_Day_1km,251.6800,265.6000,17454.2207,13.9200,260.5107,23.9790,4.8968,961,67,6.97
A2013017,2013-01-17,MOD11A2,LST_Day_1km,255.3600,269.2000,246665.5938,13.8400,264.3790,8.0188,2.8318,961,933,97.09
A2013025,2013-01-25,MOD11A2,LST_Day_1km,258.4000,265.4200,160159.1406,7.0200,262.1263,2.1826,1.4774,961,611,63.58
A2013033,2013-02-02,MOD11A2,LST_Day_1km,263.2200,274.3600,88128.2812,11.1400,270.3322,8.0160,2.8312,961,326,33.92
A2013041,2013-02-10,MOD11A2,LST_Day_1km,263.8000,271.0200,258002.6562,7.2200,268.4731,1.4505,1.2044,961,961,100.00
A2013049,2013-02-18,MOD11A2,LST_Day_1km,255.0800,267.4200,69735.6328,12.3400,261.1822,5.4317,2.3306,961,267,27.78
A2013057,2013-02-26,MOD11A2,LST_Day_1km,273.4200,282.2400,266383.8750,8.8200,277.1945,3.6632,1.9139,961,961,100.00
A2013065,2013-03-06,MOD11A2,LST_Day_1km,276.4800,288.6400,250042.9531,12.1600,282.8540,9.2820,3.0466,961,884,91.99
A2013073,2013-03-14,MOD11A2,LST_Day_1km,267.2200,274.5800,259674.6562,7.3600,270.2130,2.1658,1.4717,961,961,100.00
