date[YYYYDDD],date,product,band,min,max,sum,range,mean,variance,standard_deviation,tot_pixels,pixels_pass_qa,per_cent_pixels_pass_qa
A2013081,2013-03-22,MOD11A2,LST_Day_1km,262.6000,275.2400,258569.5000,12.6400,269.0630,4.8540,2.2032,961,961,100.00
A2013089,2013-03-30,MOD11A2,LST_Day_1km,264.7800,272.0200,54865.6289,7.2400,268.9492,2.2174,1.4891,961,204,21.23
A2013097,2013-04-07,MOD11A2,LST_Day_1km,273.3800,290.5600,263633.3750,17.1800,278.3879,8.8645,2.9773,961,947,98.54
A2013105,2013-04-15,MOD11A2,LST_Day_1km,287.1000,298.3200,282787.6562,11.2200,294.2639,3.3993,1.8437,961,961,100.00
A2013113,2013-04-23,MOD11A2,LST_Day_1km,293.3200,301.7000,285852.0000,8.3800,297.7625,2.1612,1.4701,961,960,99.90
A2013121,2013-05-01,MOD11A2,LST_Day_1km,285.6000,301.2200,274527.2812,15.6200,294.5572,6.3483,2.5196,961,932,96.98
A2013129,2013-05-09,MOD11A2,LST_Day_1km,290.0600,299.5000,283869.0938,9.4400,295.3893,2.2610,1.5037,961,961,100.00
A2013137,2013-05-17,MOD11A2,LST_Day_1km,290.7400,301.7600,285427.9062,11.0200,297.0114,2.5474,1.5960,961,961,100.00
A2013145,2013-05-25,MOD11A2,LST_Day_1km,275.7800,297.8600,197297.9531,22.0800,291.4298,11.5651,3.4007,961,677,70.45
A2013153,2013-06-02,MOD11A2,LST_Day_1km,287.3600,300.6600,220526.9219,13.3000,294.4285,4.6730,2.1617,961,749,77.94
A2013161,2013-06-10,MOD11A2,LST_Day_1km,291.0800,302.7200,284272.9062,11.6400,295.8095,2.7757,1.6661,961,961,100.00
A2013169,2013-06-18,MOD11A2,LST_Day_1km,297.8200,307.7600,290148.5625,9.9400,301.9236,1.3077,1.1435,961,961,100.00
A2013177,2013-06-26,MOD11A2,LST_Day_1km,288.9000,304.6600,284013.0625,15.7600,296.1554,5.9427,2.4378,961,959,99.79
A2013185,2013-07-04,MOD11A2,LST_Day_1km,293.4800,305.2800,286664.4375,11.8000,298.2981,2.5464,1.5957,961,961,100.00
A2013193,2013-07-12,MOD11A2,LST_Day_1km,290.8600,301.0400,283532.0000,10.1800,295.9624,2.0791,1.4419,961,958,99.69
A2013201,2013-07-20,MOD11A2,LST_Day_1km,293.6200,303.6800,286334.0312,10.0600,297.9543,2.5474,1.5961,961,961,100.00
A2013209,2013-07-28,MOD11A2,LST_Day_1km,298.0400,308.5000,290479.8125,10.4600,302.2683,2.2299,1.4933,961,961,100.00
A2013217,2013-08-05,MOD11A2,LST_Day_1km,299.3600,307.6200,291492.9375,8.2600,303.3225,1.5900,1.2610,961,961,100.00
A2013225,2013-08-13,MOD11A2,LST_Day_1km,293.5600,303.4800,286677.8750,9.9200,298.3120,2.2296,1.4932,961,961,100.00
A2013233,2013-08-21,MOD11A2,LST_Day_1km,287.5200,299.5000,268301.7188,11.9800,293.2259,4.8381,2.1996,961,915,95.21
A2013241,2013-08-29,MOD11A2,LST_Day_1km,288.3200,298.8800,281617.5312,10.5600,293.0463,3.7597,1.9390,961,961,100.00
A2013249,2013-09-06,MOD11A2,LST_Day_1km,289.6800,298.5400,282796.9688,8.8600,294.2737,2.6598,1.6309,961,961,100.00
A2013257,2013-09-14,MOD11A2,LST_Day_1km,282.8200,294.0800,276761.6562,11.2600,288.2934,5.1131,2.2612,961,960,99.90
A2013265,2013-09-22,MOD11A2,LST_Day_1km,279.0800,287.6000,261026.3281,8.5200,284.3424,3.2794,1.8109,961,918,95.53
A2013273,2013-09-30,MOD11A2,LST_Day_1km,279.2400,288.7400,273965.1875,9.5000,285.0834,1.6970,1.3027,961,961,100.00
A2013281,2013-10-08,MOD11A2,LST_Day_1km,283.2800,293.1200,277599.9688,9.8400,288.8657,1.7061,1.3062,961,961,100.00
A2013289,2013-10-16,MOD11A2,LST_Day_1km,286.8400,291.9200,278359.8438,5.0800,289.6564,0.8527,0.9234,961,961,100.00
A2013297,2013-10-24,MOD11A2,LST_Day_1km,283.6600,289.5800,276573.4688,5.9200,287.7976,0.8108,0.9004,961,961,100.00
A2013305,2013-11-01,MOD11A2,LST_Day_1km,278.8800,288.1000,231040.2344,9.2200,284.5323,3.3392,1.8274,961,812,84.50
A2013313,2013-11-09,MOD11A2,LST_Day_1km,272.1800,280.0000,84538.1094,7.8200,277.1741,2.3500,1.5330,961,305,31.74
A2013321,2013-11-17,MOD11A2,LST_Day_1km,276.5800,282.0400,268470.0625,5.4600,279.3653,1.0278,1.0138,961,961,100.00
A2013329,2013-11-25,MOD11A2,LST_Day_1km,262.9000,277.9400,234631.0938,15.0400,271.2498,9.2086,3.0346,961,865,90.01
A2013337,2013-12-03,MOD11A2,LST_Day_1km,261.0600,275.2200,260634.3125,14.1600,271.2116,3.6271,1.9045,961,961,100.00
A2013345,2013-12-11,MOD11A2,LST_Day_1km,273.1800,278.1200,265207.8125,4.9400,275.9707,0.5798,0.7614,961,961,100.00
A2013353,2013-12-19,MOD11A2,LST_Day_1km,272.8800,280.5000,266293.4062,7.6200,277.1003,1.2370,1.1122,961,961,100.00
A2013361,2013-12-27,MOD11A2,LST_Day_1km,277.0200,285.2200,270158.8438,8.2000,281.1226,2.2826,1.5108,961,961,100.00
A2014001,2014-01-01,MOD11A2,LST_Day_1km,274.6400,280.9200,267699.3438,6.2800,278.5633,1.3631,1.1675,961,961,100.00
A2014009,2014-01-09,MOD11A2,LST_Day_1km,274.5800,278.5200,266096.1562,3.9400,276.8951,0.5189,0.7204,961,961,100.00
A2014017,2014-01-17,MOD11A2,LST_Day_1km,276.7800,281.1000,156601.7188,4.3200,279.1475,0.5817,0.7627,961,561,58.38
A2014025,2014-01-25,MOD11A2,LST_Day_1km,258.6200,268.1000,248882.0000,9.4800,262.8110,2.4309,1.5591,961,947,98.54
A2014033,2014-02-02,MOD11A2,LST_Day_1km,270.7200,280.7600,266116.0000,10.0400,277.2042,4.3027,2.0743,961,960,99.90
A2014041,2014-02-10,MOD11A2,LST_Day_1km,272.5000,283.0000,266919.5938,10.5000,277.7519,4.1759,2.0435,961,961,100.00
A2014049,2014-02-18,MOD11A2,LST_Day_1km,277.3200,283.0200,269262.2188,5.7000,280.1896,1.2117,1.1008,961,961,100.00
A2014057,2014-02-26,MOD11A2,LST_Day_1km,274.9200,285.7400,270606.1875,10.8200,281.5881,1.9841,1.4086,961,961,100.00
A2014065,2014-03-06,MOD11A2,LST_Day_1km,282.2400,288.3600,274389.0312,6.1200,285.5245,1.2302,1.1092,961,961,100.00
A2014073,2014-03-14,MOD11A2,LST_Day_1km,283.4000,292.2400,277150.7500,8.8400,288.3983,2.6123,1.6163,961,961,100.00
A2014081,2014-03-22,MOD11A2,LST_Day_1km,285.9400,294.8600,279816.2188,8.9200,291.1719,3.8698,1.9672,961,961,100.00
A2014089,2014-03-30,MOD11A2,LST_Day_1km,284.9800,292.5800,278170.6875,7.6000,289.4596,1.7200,1.3115,961,961,100.00
A2014097,2014-04-07,MOD11A2,LST_Day_1km,281.7400,296.9600,273597.4688,15.2200,290.7518,7.4621,2.7317,961,941,97.92
A2014105,2014-04-15,MOD11A2,LST_Day_1km,284.8200,295.6600,279073.0625,10.8400,290.3986,3.4419,1.8552,961,961,100.00
A2014113,2014-04-23,MOD11A2,LST_Day_1km,282.6600,297.2600,204350.4375,14.6000,291.5128,8.2163,2.8664,961,701,72.94
A2014121,2014-05-01,MOD11A2,LST_Day_1km,280.0000,294.7000,278214.1875,14.7000,289.5049,6.1223,2.4743,961,961,100.00
A2014129,2014-05-09,MOD11A2,LST_Day_1km,281.8600,295.8400,232718.9844,13.9800,288.7332,4.8785,2.2087,961,806,83.87
A2014137,2014-05-17,MOD11A2,LST_Day_1km,293.5000,303.5400,285811.5625,10.0400,297.4106,2.1807,1.4767,961,961,100.00
A2014145,2014-05-25,MOD11A2,LST_Day_1km,288.3800,303.2400,280943.6875,14.8600,295.4192,3.5808,1.8923,961,951,98.96
A2014153,2014-06-02,MOD11A2,LST_Day_1km,294.9800,305.2400,286869.7188,10.2600,298.5117,1.3896,1.1788,961,961,100.00
A2014161,2014-06-10,MOD11A2,LST_Day_1km,292.4200,304.1400,285497.8438,11.7200,297.0841,3.7627,1.9398,961,961,100.00
A2014169,2014-06-18,MOD11A2,LST_Day_1km,286.3200,299.6600,280741.3438,13.3400,292.4389,4.0699,2.0174,961,960,99.90
A2014177,2014-06-26,MOD11A2,LST_Day_1km,286.5400,299.5200,276861.3438,12.9800,293.2853,5.3176,2.3060,961,944,98.23
A2014185,2014-07-04,MOD11A2,LST_Day_1km,292.6200,305.8400,287633.6875,13.2200,299.3066,3.9640,1.9910,961,961,100.00
A2014193,2014-07-12,MOD11A2,LST_Day_1km,290.9200,303.7000,286060.2500,12.7800,297.6693,5.0300,2.2428,961,961,100.00
A2014201,2014-07-20,MOD11A2,LST_Day_1km,292.6200,304.7000,286242.5000,12.0800,297.8590,3.6614,1.9135,961,961,100.00
A2014209,2014-07-28,MOD11A2,LST_Day_1km,293.4600,306.0800,287715.0000,12.6200,299.3913,3.5587,1.8865,961,961,100.00
A2014217,2014-08-05,MOD11A2,LST_Day_1km,291.3400,304.0200,285327.7188,12.6800,297.5263,5.6916,2.3857,961,959,99.79
A2014225,2014-08-13,MOD11A2,LST_Day_1km,286.5200,298.7200,282108.8750,12.2000,293.5576,3.6771,1.9176,961,961,100.00
A2014233,2014-08-21,MOD11A2,LST_Day_1km,285.3000,296.1800,276613.1562,10.8800,291.1718,3.0808,1.7552,961,950,98.86
A2014241,2014-08-29,MOD11A2,LST_Day_1km,288.8200,298.2200,281747.3438,9.4000,293.1814,1.6864,1.2986,961,961,100.00
A2014249,2014-09-06,MOD11A2,LST_Day_1km,281.3800,301.5200,279723.6562,20.1400,294.1363,5.8024,2.4088,961,951,98.96
A2014257,2014-09-14,MOD11A2,LST_Day_1km,289.9400,296.5000,281186.4062,6.5600,292.5977,1.2187,1.1040,961,961,100.00
A2014265,2014-09-22,MOD11A2,LST_Day_1km,286.1000,292.2800,277967.5000,6.1800,289.2482,1.3258,1.1515,961,961,100.00
A2014273,2014-09-30,MOD11A2,LST_Day_1km,284.8600,293.0400,278014.5000,8.1800,289.2971,1.3642,1.1680,961,961,100.00
A2014281,2014-10-08,MOD11A2,LST_Day_1km,287.7000,294.6600,280513.1562,6.9600,291.8972,0.9705,0.9852,961,961,100.00
A2014289,2014-10-16,MOD11A2,LST_Day_1km,284.5800,291.9400,277194.4062,7.3600,288.4437,1.7335,1.3166,961,961,100.00
A2014297,2014-10-24,MOD11A2,LST_Day_1km,280.2600,284.0000,271106.2500,3.7400,282.1085,0.3451,0.5874,961,961,100.00
A2014305,2014-11-01,MOD11A2,LST_Day_1km,282.6600,289.3200,274607.7188,6.6600,285.7520,1.7604,1.3268,961,961,100.00
A2014313,2014-11-09,MOD11A2,LST_Day_1km,279.5800,286.1200,237361.2500,6.5400,283.2473,1.7489,1.3225,961,838,87.20
A2014321,2014-11-17,MOD11A2,LST_Day_1km,269.9000,281.1000,184409.3438,11.2000,276.4758,3.8910,1.9726,961,667,69.41
A2014329,2014-11-25,MOD11A2,LST_Day_1km,267.5800,279.8600,160164.3750,12.2800,274.7245,4.0695,2.0173,961,583,60.67
A2014337,2014-12-03,MOD11A2,LST_Day_1km,272.5200,277.2200,245027.6875,4.7000,274.3871,0.8944,0.9457,961,893,92.92
A2014345,2014-12-11,MOD11A2,LST_Day_1km,272.8800,279.2200,251238.6406,6.3400,277.3053,1.1318,1.0639,961,906,94.28
A2014353,2014-12-19,MOD11A2,LST_Day_1km,267.5800,281.0600,249623.2812,13.4800,277.0514,4.3290,2.0806,961,901,93.76
A2014361,2014-12-27,MOD11A2,LST_Day_1km,261.8000,265.4400,118215.7344,3.6400,263.8744,0.4346,0.6593,961,448,46.62
A2015001,2015-01-01,MOD11A2,LST_Day_1km,259.8000,274.1600,112667.2969,14.3600,267.6183,5.5354,2.3527,961,421,43.81
A2015009,2015-01-09,MOD11A2,LST_Day_1km,266.7200,279.5600,266446.4375,12.8400,277.2596,2.1915,1.4804,961,961,100.00
A2015017,2015-01-17,MOD11A2,LST_Day_1km,277.5200,282.2800,31957.7227,4.7600,280.3309,2.1642,1.4711,961,114,11.86
A2015025,2015-01-25,MOD11A2,LST_Day_1km,262.3800,271.7400,258385.9688,9.3600,268.8720,6.4659,2.5428,961,961,100.00
A2015033,2015-02-02,MOD11A2,LST_Day_1km,265.1800,270.5800,257630.6250,5.4000,268.0860,0.9324,0.9656,961,961,100.00
A2015041,2015-02-10,MOD11A2,LST_Day_1km,272.6400,277.5800,263912.6562,4.9400,274.6230,0.4628,0.6803,961,961,100.00
A2015049,2015-02-18,MOD11A2,LST_Day_1km,272.1000,282.1000,260937.3125,10.0000,277.8885,4.6593,2.1586,961,939,97.71
A2015057,2015-02-26,MOD11A2,LST_Day_1km,256.9800,283.6600,114158.0625,26.6800,276.4118,60.7402,7.7936,961,413,42.98
A2015065,2015-03-06,MOD11A2,LST_Day_1km,274.8600,286.8200,271591.3125,11.9600,282.6132,6.6149,2.5719,961,961,100.00
A2015073,2015-03-14,MOD11A2,LST_Day_1km,278.0600,286.6800,272606.2500,8.6200,283.6693,2.8343,1.6835,961,961,100.00
A2015081,2015-03-22,MOD11A2,LST_Day_1km,281.4200,291.0600,276206.0938,9.6400,287.4153,3.6363,1.9069,961,961,100.00
A2015089,2015-03-30,MOD11A2,LST_Day_1km,266.7600,287.4600,186891.2031,20.7000,279.7773,17.1049,4.1358,961,668,69.51
A2015097,2015-04-07,MOD11A2,LST_Day_1km,282.1600,295.7000,277077.0000,13.5400,288.3215,2.9775,1.7255,961,961,100.00
A2015105,2015-04-15,MOD11A2,LST_Day_1km,283.5800,295.4400,278319.7188,11.8600,289.9164,3.6870,1.9202,961,960,99.90
A2015113,2015-04-23,MOD11A2,LST_Day_1km,287.7600,299.2800,283145.0625,11.5200,294.6359,3.6405,1.9080,961,961,100.00
A2015121,2015-05-01,MOD11A2,LST_Day_1km,279.3000,295.7200,279467.1875,16.4200,291.1117,3.6645,1.9143,961,960,99.90
A2015129,2015-05-09,MOD11A2,LST_Day_1km,287.4200,296.5800,280433.7812,9.1600,291.8145,2.8798,1.6970,961,961,100.00
A2015137,2015-05-17,MOD11A2,LST_Day_1km,289.9600,299.0200,283115.2812,9.0600,294.6049,3.4688,1.8625,961,961,100.00
A2015145,2015-05-25,MOD11A2,LST_Day_1km,289.2600,299.3400,282638.3438,10.0800,294.1086,2.2630,1.5043,961,961,100.00
A2015153,2015-06-02,MOD11A2,LST_Day_1km,293.3200,304.6400,286509.4062,11.3200,298.1367,2.4660,1.5704,961,961,100.00
A2015161,2015-06-10,MOD11A2,LST_Day_1km,294.5600,308.7200,287250.7500,14.1600,298.9082,3.9101,1.9774,961,961,100.00
A2015169,2015-06-18,MOD11A2,LST_Day_1km,279.2200,296.1000,88190.7891,16.8800,289.1501,13.0264,3.6092,961,305,31.74
A2015177,2015-06-26,MOD11A2,LST_Day_1km,292.9800,304.9400,286954.7812,11.9600,298.6002,4.2138,2.0528,961,961,100.00
A2015185,2015-07-04,MOD11A2,LST_Day_1km,297.0400,308.5000,290575.9688,11.4600,302.3683,2.3499,1.5329,961,961,100.00
A2015193,2015-07-12,MOD11A2,LST_Day_1km,294.3200,306.8200,288575.5312,12.5000,300.2867,3.0921,1.7584,961,961,100.00
A2015201,2015-07-20,MOD11A2,LST_Day_1km,294.0600,307.3600,288617.1562,13.3000,300.3300,4.7712,2.1843,961,961,100.00
A2015209,2015-07-28,MOD11A2,LST_Day_1km,291.7600,302.3400,285842.5000,10.5800,297.4428,4.7094,2.1701,961,961,100.00
A2015217,2015-08-05,MOD11A2,LST_Day_1km,299.6000,308.8200,291957.6250,9.2200,303.8061,3.8285,1.9567,961,961,100.00
A2015225,2015-08-13,MOD11A2,LST_Day_1km,294.4400,303.9600,287521.5938,9.5200,299.1900,3.5603,1.8869,961,961,100.00
A2015233,2015-08-21,MOD11A2,LST_Day_1km,292.5400,303.6000,286811.7188,11.0600,298.4513,5.2782,2.2974,961,961,100.00
A2015241,2015-08-29,MOD11A2,LST_Day_1km,301.1400,311.4000,294462.5938,10.2600,306.4127,5.8320,2.4150,961,961,100.00
A2015249,2015-09-06,MOD11A2,LST_Day_1km,288.7200,300.3400,282842.5938,11.6200,294.3211,3.6693,1.9155,961,961,100.00
A2015257,2015-09-14,MOD11A2,LST_Day_1km,292.6600,306.0200,286795.3125,13.3600,298.4342,6.4754,2.5447,961,961,100.00
A2015265,2015-09-22,MOD11A2,LST_Day_1km,281.5000,295.8800,276072.5625,14.3800,288.7788,5.8509,2.4189,961,956,99.48
A2015273,2015-09-30,MOD11A2,LST_Day_1km,286.6400,294.0000,279423.1250,7.3600,290.7629,1.4878,1.2197,961,961,100.00
A2015281,2015-10-08,MOD11A2,LST_Day_1km,280.1000,291.6000,268042.3125,11.5000,285.7594,3.2215,1.7949,961,938,97.61
A2015289,2015-10-16,MOD11A2,LST_Day_1km,277.8600,287.5200,256996.0469,9.6600,284.6025,1.9881,1.4100,961,903,93.96
A2015297,2015-10-24,MOD11A2,LST_Day_1km,282.4000,287.0800,273799.4688,4.6800,284.9110,0.6565,0.8103,961,961,100.00
A2015305,2015-11-01,MOD11A2,LST_Day_1km,282.0000,286.7400,273097.5000,4.7400,284.1805,0.6620,0.8136,961,961,100.00
A2015313,2015-11-09,MOD11A2,LST_Day_1km,274.2600,287.8400,195480.6250,13.5800,282.8953,10.8941,3.3006,961,691,71.90
A2015321,2015-11-17,MOD11A2,LST_Day_1km,269.7400,277.3800,263589.2500,7.6400,274.2864,3.0149,1.7363,961,961,100.00
A2015329,2015-11-25,MOD11A2,LST_Day_1km,268.8800,276.7400,263321.5312,7.8600,274.0078,2.4575,1.5676,961,961,100.00
A2015337,2015-12-03,MOD11A2,LST_Day_1km,276.6200,282.1400,268821.6250,5.5200,279.7311,0.7371,0.8585,961,961,100.00
A2015345,2015-12-11,MOD11A2,LST_Day_1km,273.3200,278.4200,265435.5938,5.1000,276.2077,1.2978,1.1392,961,961,100.00
A2015353,2015-12-19,MOD11A2,LST_Day_1km,279.1200,282.1800,269791.8750,3.0600,280.7408,0.4036,0.6353,961,961,100.00
A2015361,2015-12-27,MOD11A2,LST_Day_1km,268.7800,281.2200,19333.5215,12.4400,272.3031,17.5434,4.1885,961,71,7.39
A2016001,2016-01-01,MOD11A2,LST_Day_1km,257.7000,274.0200,177496.0312,16.3200,268.9334,11.4721,3.3870,961,660,68.68
A2016009,2016-01-09,MOD11A2,LST_Day_1km,267.9600,276.8400,258277.7500,8.8800,272.7326,4.4568,2.1111,961,947,98.54
A2016017,2016-01-17,MOD11A2,LST_Day_1km,254.8200,266.9200,148003.1875,12.1000,262.8831,5.0515,2.2475,961,563,58.58
A2016025,2016-01-25,MOD11A2,LST_Day_1km,254.0600,280.4200,202930.8906,26.3600,274.9741,26.7190,5.1690,961,738,76.80
A2016033,2016-02-02,MOD11A2,LST_Day_1km,270.8000,284.6400,241274.9844,13.8400,281.2063,5.7334,2.3945,961,858,89.28
A2016041,2016-02-10,MOD11A2,LST_Day_1km,271.0400,283.6200,232477.5781,12.5800,277.0889,6.7623,2.6004,961,839,87.30
A2016049,2016-02-18,MOD11A2,LST_Day_1km,,,,,,,,961,0,0.00
A2016057,2016-02-26,MOD11A2,LST_Day_1km,269.1400,279.0800,88607.5078,9.9400,272.6385,4.7208,2.1727,961,325,33.82
A2016065,2016-03-05,MOD11A2,LST_Day_1km,280.3400,280.5600,5608.2993,0.2200,280.4150,0.0094,0.0967,961,20,2.08
A2016073,2016-03-13,MOD11A2,LST_Day_1km,276.6200,285.0800,270203.4375,8.4600,281.1690,2.6257,1.6204,961,961,100.00
A2016081,2016-03-21,MOD11A2,LST_Day_1km,273.0800,287.0400,268639.7812,13.9600,280.1249,10.2136,3.1959,961,959,99.79
A2016089,2016-03-29,MOD11A2,LST_Day_1km,286.6600,294.4000,279689.8750,7.7400,291.0405,1.8334,1.3540,961,961,100.00
A2016097,2016-04-06,MOD11A2,LST_Day_1km,285.2200,296.4000,280450.4688,11.1800,292.1359,2.8339,1.6834,961,960,99.90
A2016105,2016-04-14,MOD11A2,LST_Day_1km,287.4400,296.7000,280372.0000,9.2600,291.7503,2.2175,1.4891,961,961,100.00
A2016113,2016-04-22,MOD11A2,LST_Day_1km,283.1800,293.6200,277320.5938,10.4400,288.5750,3.4155,1.8481,961,961,100.00
A2016121,2016-04-30,MOD11A2,LST_Day_1km,283.9000,294.3000,278523.2500,10.4000,290.4309,3.1094,1.7633,961,959,99.79
A2016129,2016-05-08,MOD11A2,LST_Day_1km,283.8200,299.4600,278729.5938,15.6400,293.3996,5.8789,2.4246,961,950,98.86
A2016137,2016-05-16,MOD11A2,LST_Day_1km,289.6000,301.0600,283808.8438,11.4600,295.3266,2.9495,1.7174,961,961,100.00
A2016145,2016-05-24,MOD11A2,LST_Day_1km,291.1200,302.7200,284531.0625,11.6000,296.0781,3.2255,1.7960,961,961,100.00
A2016153,2016-06-01,MOD11A2,LST_Day_1km,289.8200,299.7000,282701.3438,9.8800,294.1741,2.8074,1.6755,961,961,100.00
A2016161,2016-06-09,MOD11A2,LST_Day_1km,289.5800,302.3800,277716.9062,12.8000,295.7581,3.6963,1.9226,961,939,97.71
A2016169,2016-06-17,MOD11A2,LST_Day_1km,290.8800,303.7400,286081.0000,12.8600,297.6909,3.8588,1.9644,961,961,100.00
A2016177,2016-06-25,MOD11A2,LST_Day_1km,296.4600,309.3000,289278.5938,12.8400,301.0183,2.4836,1.5759,961,961,100.00
A2016185,2016-07-03,MOD11A2,LST_Day_1km,289.3800,300.5800,282704.5938,11.2000,294.1775,2.7000,1.6432,961,961,100.00
A2016193,2016-07-11,MOD11A2,LST_Day_1km,295.2600,309.3400,287192.7500,14.0800,301.9903,3.5926,1.8954,961,951,98.96
A2016201,2016-07-19,MOD11A2,LST_Day_1km,292.1600,301.7000,285106.5000,9.5400,296.6769,3.3750,1.8371,961,961,100.00
A2016209,2016-07-27,MOD11A2,LST_Day_1km,292.6200,305.7400,286341.5625,13.1200,297.9621,3.8579,1.9642,961,961,100.00
A2016217,2016-08-04,MOD11A2,LST_Day_1km,293.4200,302.4800,286267.2812,9.0600,297.8848,2.8635,1.6922,961,961,100.00
A2016225,2016-08-12,MOD11A2,LST_Day_1km,285.1400,301.6600,281842.1562,16.5200,293.8917,5.4710,2.3390,961,959,99.79
A2016233,2016-08-20,MOD11A2,LST_Day_1km,293.2800,303.0000,285645.1250,9.7200,297.2374,2.8912,1.7004,961,961,100.00
A2016241,2016-08-28,MOD11A2,LST_Day_1km,292.9800,301.7200,285112.6875,8.7400,296.6833,2.9420,1.7152,961,961,100.00
A2016249,2016-09-05,MOD11A2,LST_Day_1km,293.4000,301.7600,285613.2500,8.3600,297.2042,1.8433,1.3577,961,961,100.00
A2016257,2016-09-13,MOD11A2,LST_Day_1km,293.9000,299.6200,284769.9062,5.7200,296.3267,1.1739,1.0835,961,961,100.00
A2016265,2016-09-21,MOD11A2,LST_Day_1km,283.4000,292.5800,275451.8438,9.1800,288.7336,2.6898,1.6401,961,954,99.27
A2016273,2016-09-29,MOD11A2,LST_Day_1km,284.2200,295.8000,281222.1875,11.5800,292.6349,2.7817,1.6679,961,961,100.00
A2016281,2016-10-07,MOD11A2,LST_Day_1km,278.0000,286.1600,105945.5547,8.1600,281.7701,2.9791,1.7260,961,376,39.13
A2016289,2016-10-15,MOD11A2,LST_Day_1km,278.3200,288.8400,243774.8594,10.5200,284.4514,2.7362,1.6541,961,857,89.18
A2016297,2016-10-23,MOD11A2,LST_Day_1km,278.4200,286.0000,271971.3750,7.5800,283.0087,2.1646,1.4713,961,961,100.00
A2016305,2016-10-31,MOD11A2,LST_Day_1km,271.3000,279.4800,59146.5586,8.1800,276.3858,1.4125,1.1885,961,214,22.27
A2016313,2016-11-08,MOD11A2,LST_Day_1km,273.9800,280.8800,267102.0625,6.9000,277.9418,1.9051,1.3803,961,961,100.00
A2016321,2016-11-16,MOD11A2,LST_Day_1km,283.1800,288.7600,275011.3125,5.5800,286.1720,1.1250,1.0607,961,961,100.00
A2016329,2016-11-24,MOD11A2,LST_Day_1km,276.7400,281.2400,108397.2266,4.5000,279.3743,0.5812,0.7624,961,388,40.37
A2016337,2016-12-02,MOD11A2,LST_Day_1km,265.3400,274.0800,256622.2188,8.7400,270.4133,5.8045,2.4093,961,949,98.75
A2016345,2016-12-10,MOD11A2,LST_Day_1km,263.2000,276.4400,260573.6875,13.2400,271.9976,4.5686,2.1374,961,958,99.69
A2016353,2016-12-18,MOD11A2,LST_Day_1km,269.4200,276.5200,246669.6094,7.1000,272.8646,1.4591,1.2079,961,904,94.07
A2016361,2016-12-26,MOD11A2,LST_Day_1km,265.9600,273.8800,260294.5625,7.9200,271.4229,1.4615,1.2089,961,959,99.79
A2017001,2017-01-01,MOD11A2,LST_Day_1km,250.1200,276.0600,260296.3906,25.9400,271.7081,11.9593,3.4582,961,958,99.69
A2017009,2017-01-09,MOD11A2,LST_Day_1km,259.4000,266.1000,253254.4531,6.7000,263.5322,1.0790,1.0388,961,961,100.00
A2017017,2017-01-17,MOD11A2,LST_Day_1km,266.6400,274.0800,258370.2969,7.4400,269.6976,2.2695,1.5065,961,958,99.69
A2017025,2017-01-25,MOD11A2,LST_Day_1km,266.3400,274.5600,255581.5312,8.2200,269.0332,2.5116,1.5848,961,950,98.86
A2017033,2017-02-02,MOD11A2,LST_Day_1km,270.4000,277.3600,138161.3750,6.9600,273.0462,1.2545,1.1200,961,506,52.65
A2017041,2017-02-10,MOD11A2,LST_Day_1km,270.5200,280.6400,264377.4375,10.1200,275.1066,5.0795,2.2538,961,961,100.00
A2017049,2017-02-18,MOD11A2,LST_Day_1km,271.4600,280.8000,265341.8438,9.3400,277.2642,3.5893,1.8946,961,957,99.58
A2017057,2017-02-26,MOD11A2,LST_Day_1km,279.0400,287.4600,272747.5938,8.4200,283.8164,2.4811,1.5752,961,961,100.00
A2017065,2017-03-06,MOD11A2,LST_Day_1km,272.0000,283.6000,78370.1094,11.6000,277.9082,3.1762,1.7822,961,282,29.34
A2017073,2017-03-14,MOD11A2,LST_Day_1km,272.4000,284.7000,224142.5000,12.3000,279.8283,5.6520,2.3774,961,801,83.35
A2017081,2017-03-22,MOD11A2,LST_Day_1km,285.2800,292.9800,278073.7188,7.7000,289.3587,1.9738,1.4049,961,961,100.00
A2017089,2017-03-30,MOD11A2,LST_Day_1km,288.6200,296.8400,282110.3125,8.2200,293.5591,2.1312,1.4599,961,961,100.00
A2017097,2017-04-07,MOD11A2,LST_Day_1km,282.3200,296.0800,279777.1562,13.7600,291.1313,8.5169,2.9184,961,961,100.00
A2017105,2017-04-15,MOD11A2,LST_Day_1km,273.2000,288.0200,159324.9219,14.8200,281.9910,7.2546,2.6934,961,565,58.79
A2017113,2017-04-23,MOD11A2,LST_Day_1km,263.1200,289.1400,158322.3438,26.0200,282.7185,20.2917,4.5046,961,560,58.27
A2017121,2017-05-01,MOD11A2,LST_Day_1km,286.4000,295.1400,275906.2188,8.7400,290.7336,1.9191,1.3853,961,949,98.75
A2017129,2017-05-09,MOD11A2,LST_Day_1km,273.8200,297.4200,266562.1562,23.6000,290.6894,5.7949,2.4073,961,917,95.42
A2017137,2017-05-17,MOD11A2,LST_Day_1km,288.3600,300.5400,284090.5625,12.1800,295.6197,2.6160,1.6174,961,961,100.00
A2017145,2017-05-25,MOD11A2,LST_Day_1km,293.1000,302.3200,285167.7500,9.2200,296.7406,2.0239,1.4226,961,961,100.00
