date[YYYYDDD],date,product,band,min,max,sum,range,mean,variance,standard_deviation,tot_pixels,pixels_pass_qa,per_cent_pixels_pass_qa
A2018297,2018-10-24,MOD11A2,LST_Night_1km,277.5200,284.3000,269374.5625,6.7800,280.3065,2.0569,1.4342,961,961,100.00
A2018305,2018-11-01,MOD11A2,LST_Night_1km,275.3000,282.5400,267742.5000,7.2400,278.6082,1.8206,1.3493,961,961,100.00
A2018313,2018-11-09,MOD11A2,LST_Night_1km,274.4000,282.6800,267210.4062,8.2800,278.0545,3.2699,1.8083,961,961,100.00
A2018321,2018-11-17,MOD11A2,LST_Night_1km,262.7400,276.5400,257745.6719,13.8000,269.3267,1.6674,1.2913,961,957,99.58
A2018329,2018-11-25,MOD11A2,LST_Night_1km,262.5000,272.4800,254938.7031,9.9800,265.2848,1.3694,1.1702,961,961,100.00
A2018337,2018-12-03,MOD11A2,LST_Night_1km,255.7000,276.4200,237338.1250,20.7200,271.8650,17.2335,4.1513,961,873,90.84
A2018345,2018-12-11,MOD11A2,LST_Night_1km,258.5200,274.8600,228823.4375,16.3400,266.6940,6.5537,2.5600,961,858,89.28
A2018353,2018-12-19,MOD11A2,LST_Night_1km,256.6400,270.8800,105135.1875,14.2400,260.8813,15.7384,3.9672,961,403,41.94
A2018361,2018-12-27,MOD11A2,LST_Night_1km,264.5400,268.1200,16480.2383,3.5800,265.8103,0.8547,0.9245,961,62,6.45
A2019001,2019-01-01,MOD11A2,LST_Night_1km,246.7600,272.1200,241533.1094,25.3600,258.8779,33.9161,5.8238,961,933,97.09
A2019009,2019-01-09,MOD11A2,LST_Night_1km,253.9200,267.0200,82515.2969,13.1000,261.9533,14.9068,3.8609,961,315,32.78
A2019017,2019-01-17,MOD11A2,LST_Night_1km,257.9400,269.0400,252870.8906,11.1000,263.1331,3.0898,1.7578,961,961,100.00
A2019025,2019-01-25,MOD11A2,LST_Night_1km,261.0800,271.8400,248321.9688,10.7600,266.1543,3.3965,1.8430,961,933,97.09
A2019033,2019-02-02,MOD11A2,LST_Night_1km,264.5800,271.4200,258236.5781,6.8400,268.7165,1.4896,1.2205,961,961,100.00
A2019041,2019-02-10,MOD11A2,LST_Night_1km,264.4400,278.4600,262230.9062,14.0200,272.8730,6.1918,2.4883,961,961,100.00
A2019049,2019-02-18,MOD11A2,LST_Night_1km,261.9800,274.0400,230896.5156,12.0600,266.9324,2.4354,1.5606,961,865,90.01
A2019057,2019-02-26,MOD11A2,LST_Night_1km,269.7600,277.8600,261246.7969,8.1000,273.5569,1.7874,1.3369,961,955,99.38
A2019065,2019-03-06,MOD11A2,LST_Night_1km,265.6600,275.9200,260964.8125,10.2600,272.1218,3.6140,1.9010,961,959,99.79
A2019073,2019-03-14,MOD11A2,LST_Night_1km,266.9400,277.8600,261680.7031,10.9200,272.3004,3.3070,1.8185,961,961,100.00
A2019081,2019-03-22,MOD11A2,LST_Night_1km,272.9600,278.1000,264473.7812,5.1400,275.2068,0.9182,0.9582,961,961,100.00
A2019089,2019-03-30,MOD11A2,LST_Night_1km,274.0800,279.1600,265614.0625,5.0800,276.3934,0.8687,0.9321,961,961,100.00
A2019097,2019-04-07,MOD11A2,LST_Night_1km,275.4800,280.5200,266870.8125,5.0400,278.2803,0.9702,0.9850,961,959,99.79
A2019105,2019-04-15,MOD11A2,LST_Night_1km,274.7600,280.5400,266453.4375,5.7800,277.2668,1.1690,1.0812,961,961,100.00
A2019113,2019-04-23,MOD11A2,LST_Night_1km,280.9400,287.0800,270170.0625,6.1400,283.7921,1.0537,1.0265,961,952,99.06
A2019121,2019-05-01,MOD11A2,LST_Night_1km,272.6000,279.2000,127476.4453,6.6000,275.9230,0.9367,0.9678,961,462,48.07
A2019129,2019-05-09,MOD11A2,LST_Night_1km,272.0400,281.8000,106348.9922,9.7600,279.1312,4.1880,2.0465,961,381,39.65
A2019137,2019-05-17,MOD11A2,LST_Night_1km,268.0000,286.3000,261025.1875,18.3000,283.1076,2.5828,1.6071,961,922,95.94
A2019145,2019-05-25,MOD11A2,LST_Night_1km,279.7600,286.3200,265238.9688,6.5600,283.9818,0.9038,0.9507,961,934,97.19
A2019153,2019-06-02,MOD11A2,LST_Night_1km,280.2400,290.3800,268839.8125,10.1400,287.5292,1.4588,1.2078,961,935,97.29
A2019161,2019-06-10,MOD11A2,LST_Night_1km,289.7600,295.8800,281097.2188,6.1200,292.5049,0.9608,0.9802,961,961,100.00
A2019169,2019-06-18,MOD11A2,LST_Night_1km,289.1000,296.2600,280733.2812,7.1600,292.1262,2.0156,1.4197,961,961,100.00
A2019177,2019-06-26,MOD11A2,LST_Night_1km,286.9200,295.5600,279084.3125,8.6400,290.4103,2.3583,1.5357,961,961,100.00
A2019185,2019-07-04,MOD11A2,LST_Night_1km,281.2000,285.6800,271843.6875,4.4800,283.4658,0.6504,0.8065,961,959,99.79
A2019193,2019-07-12,MOD11A2,LST_Night_1km,282.2400,287.0600,272915.4688,4.8200,284.5834,0.4793,0.6923,961,959,99.79
A2019201,2019-07-20,MOD11A2,LST_Night_1km,287.4000,291.9000,277362.5312,4.5000,289.2206,0.6769,0.8227,961,959,99.79
A2019209,2019-07-28,MOD11A2,LST_Night_1km,275.4000,289.3000,241610.5781,13.9000,285.2545,9.6332,3.1037,961,847,88.14
A2019217,2019-08-05,MOD11A2,LST_Night_1km,286.6000,293.1400,277796.0938,6.5400,289.0698,1.0389,1.0193,961,961,100.00
A2019225,2019-08-13,MOD11A2,LST_Night_1km,283.8800,290.5200,275788.6250,6.6400,286.9809,1.5855,1.2592,961,961,100.00
A2019233,2019-08-21,MOD11A2,LST_Night_1km,285.4400,291.0800,276487.7188,5.6400,288.0080,0.7057,0.8400,961,960,99.90
A2019241,2019-08-29,MOD11A2,LST_Night_1km,283.6200,291.3000,275556.7188,7.6800,286.7396,2.3183,1.5226,961,961,100.00
A2019249,2019-09-06,MOD11A2,LST_Night_1km,280.1400,287.6000,273998.6562,7.4600,285.1183,0.9840,0.9920,961,961,100.00
A2019257,2019-09-14,MOD11A2,LST_Night_1km,277.3000,283.8000,268639.3125,6.5000,279.5414,0.8268,0.9093,961,961,100.00
A2019265,2019-09-22,MOD11A2,LST_Night_1km,279.2000,285.0200,270924.0938,5.8200,281.9189,1.1837,1.0880,961,961,100.00
A2019273,2019-09-30,MOD11A2,LST_Night_1km,268.3400,288.1800,262825.0312,19.8400,276.9495,13.9046,3.7289,961,949,98.75
A2019281,2019-10-08,MOD11A2,LST_Night_1km,278.1400,285.2200,270982.3125,7.0800,281.9795,1.2861,1.1341,961,961,100.00
A2019289,2019-10-16,MOD11A2,LST_Night_1km,279.5600,286.1200,271297.9688,6.5600,282.3080,1.8564,1.3625,961,961,100.00
A2019297,2019-10-24,MOD11A2,LST_Night_1km,275.2800,286.4000,270263.5312,11.1200,281.2316,8.7413,2.9566,961,961,100.00
A2019305,2019-11-01,MOD11A2,LST_Night_1km,273.6200,279.3600,265151.6562,5.7400,275.9122,0.8618,0.9283,961,961,100.00
A2019313,2019-11-09,MOD11A2,LST_Night_1km,265.0600,279.7000,18409.6621,14.6400,274.7711,20.7847,4.5590,961,67,6.97
A2019321,2019-11-17,MOD11A2,LST_Night_1km,268.2600,278.2400,265043.4062,9.9800,275.7996,1.7337,1.3167,961,961,100.00
A2019329,2019-11-25,MOD11A2,LST_Night_1km,266.1600,278.2200,262748.6875,12.0600,273.4117,2.8701,1.6941,961,961,100.00
A2019337,2019-12-03,MOD11A2,LST_Night_1km,264.2600,273.4800,257618.7500,9.2200,268.0736,2.3131,1.5209,961,961,100.00
A2019345,2019-12-11,MOD11A2,LST_Night_1km,268.3000,276.6200,262244.3125,8.3200,272.8869,1.6149,1.2708,961,961,100.00
A2019353,2019-12-19,MOD11A2,LST_Night_1km,258.8800,281.2400,190725.4375,22.3600,277.6207,5.8133,2.4111,961,687,71.49
A2019361,2019-12-27,MOD11A2,LST_Night_1km,258.4600,266.1000,32862.6602,7.6400,265.0215,1.5724,1.2540,961,124,12.90
A2020001,2020-01-01,MOD11A2,LST_Night_1km,262.5600,272.0600,258168.9531,9.5000,268.9260,1.5123,1.2298,961,960,99.90
A2020009,2020-01-09,MOD11A2,LST_Night_1km,269.1600,275.7200,261414.0000,6.5600,272.0229,2.2166,1.4888,961,961,100.00
A2020017,2020-01-17,MOD11A2,LST_Night_1km,264.2400,272.4200,256559.1094,8.1800,269.2121,0.9512,0.9753,961,953,99.17
A2020025,2020-01-25,MOD11A2,LST_Night_1km,266.6000,272.7200,187065.3281,6.1200,269.9355,1.3712,1.1710,961,693,72.11
A2020033,2020-02-02,MOD11A2,LST_Night_1km,267.3600,275.4200,260087.1562,8.0600,270.6422,0.9084,0.9531,961,961,100.00
A2020041,2020-02-10,MOD11A2,LST_Night_1km,261.1000,275.2400,141117.5781,14.1400,270.8591,3.7405,1.9340,961,521,54.21
A2020049,2020-02-18,MOD11A2,LST_Night_1km,266.7400,277.0200,260773.8281,10.2800,271.3568,2.9650,1.7219,961,961,100.00
A2020057,2020-02-26,MOD11A2,LST_Night_1km,264.8800,274.4600,259774.7031,9.5800,271.1636,1.4057,1.1856,961,958,99.69
A2020065,2020-03-05,MOD11A2,LST_Night_1km,269.3200,274.1800,261310.4531,4.8600,271.9151,0.7941,0.8911,961,961,100.00
A2020073,2020-03-13,MOD11A2,LST_Night_1km,270.0000,277.4200,263628.8125,7.4200,274.3276,1.3418,1.1584,961,961,100.00
A2020081,2020-03-21,MOD11A2,LST_Night_1km,269.0000,275.2800,260580.2031,6.2800,271.1553,1.3697,1.1703,961,961,100.00
A2020089,2020-03-29,MOD11A2,LST_Night_1km,269.0600,276.0200,261347.7188,6.9600,271.9539,1.4558,1.2066,961,961,100.00
A2020097,2020-04-06,MOD11A2,LST_Night_1km,273.6200,282.1400,267002.4375,8.5200,277.8381,2.5572,1.5991,961,961,100.00
A2020105,2020-04-14,MOD11A2,LST_Night_1km,273.3000,279.2600,265360.6875,5.9600,276.1298,1.2160,1.1027,961,961,100.00
A2020113,2020-04-22,MOD11A2,LST_Night_1km,275.5800,281.5800,267264.5000,6.0000,278.1108,1.3082,1.1438,961,961,100.00
A2020121,2020-04-30,MOD11A2,LST_Night_1km,275.3400,280.1000,266612.8750,4.7600,277.4327,0.7720,0.8786,961,961,100.00
A2020129,2020-05-08,MOD11A2,LST_Night_1km,272.4200,279.6600,265988.1562,7.2400,276.7827,0.6977,0.8353,961,961,100.00
A2020137,2020-05-16,MOD11A2,LST_Night_1km,274.1600,281.3000,267652.1562,7.1400,278.5142,1.2021,1.0964,961,961,100.00
A2020145,2020-05-24,MOD11A2,LST_Night_1km,268.2200,281.1600,52634.8516,12.9400,278.4913,5.0915,2.2564,961,189,19.67
A2020153,2020-06-01,MOD11A2,LST_Night_1km,271.4600,285.2200,267195.1875,13.7600,280.9623,3.5687,1.8891,961,951,98.96
A2020161,2020-06-09,MOD11A2,LST_Night_1km,272.7000,291.6600,209180.5781,18.9600,287.3360,11.6508,3.4133,961,728,75.75
A2020169,2020-06-17,MOD11A2,LST_Night_1km,278.5800,287.7400,212518.6719,9.1600,285.2599,1.0115,1.0057,961,745,77.52
A2020177,2020-06-25,MOD11A2,LST_Night_1km,279.1600,291.4800,237787.1094,12.3200,288.2268,2.7308,1.6525,961,825,85.85
A2020185,2020-07-03,MOD11A2,LST_Night_1km,285.4600,295.5400,276444.3750,10.0800,287.6632,0.8938,0.9454,961,961,100.00
A2020193,2020-07-11,MOD11A2,LST_Night_1km,281.3000,286.4800,267050.9688,5.1800,283.4936,0.7832,0.8850,961,942,98.02
A2020201,2020-07-19,MOD11A2,LST_Night_1km,282.8600,288.9800,251903.0312,6.1200,286.2534,1.1439,1.0695,961,880,91.57
A2020209,2020-07-27,MOD11A2,LST_Night_1km,284.6400,289.3600,275389.4375,4.7200,286.8640,0.6499,0.8062,961,960,99.90
A2020217,2020-08-04,MOD11A2,LST_Night_1km,287.9800,294.2200,278983.8750,6.2400,290.3058,0.9290,0.9639,961,961,100.00
A2020225,2020-08-12,MOD11A2,LST_Night_1km,284.5200,294.5800,277519.1562,10.0600,288.7816,1.3449,1.1597,961,961,100.00
A2020233,2020-08-20,MOD11A2,LST_Night_1km,284.8600,294.0000,276473.3750,9.1400,287.6934,1.2534,1.1196,961,961,100.00
A2020241,2020-08-28,MOD11A2,LST_Night_1km,280.2400,287.0400,271347.9688,6.8000,283.2442,1.8269,1.3516,961,958,99.69
A2020249,2020-09-05,MOD11A2,LST_Night_1km,282.6200,289.1600,273678.3750,6.5400,284.7850,0.6607,0.8129,961,961,100.00
A2020257,2020-09-13,MOD11A2,LST_Night_1km,279.6400,287.7200,272024.1562,8.0800,283.0636,1.2998,1.1401,961,961,100.00
A2020265,2020-09-21,MOD11A2,LST_Night_1km,279.7200,287.6000,271705.9688,7.8800,282.7325,0.8740,0.9349,961,961,100.00
A2020273,2020-09-29,MOD11A2,LST_Night_1km,280.8200,287.6600,268784.2500,6.8400,283.8271,1.7373,1.3181,961,947,98.54
A2020281,2020-10-07,MOD11A2,LST_Night_1km,280.0000,284.1600,186878.0312,4.1600,282.2931,0.6081,0.7798,961,662,68.89
A2020289,2020-10-15,MOD11A2,LST_Night_1km,264.8600,283.3000,218774.4375,18.4400,278.6935,4.7292,2.1747,961,785,81.69
A2020297,2020-10-23,MOD11A2,LST_Night_1km,277.8600,282.6800,268798.1562,4.8200,279.9981,0.6473,0.8046,961,960,99.90
A2020305,2020-10-31,MOD11A2,LST_Night_1km,274.5400,281.5400,265882.1250,7.0000,276.6723,0.7962,0.8923,961,961,100.00
A2020313,2020-11-08,MOD11A2,LST_Night_1km,270.6200,282.5000,264604.1875,11.8800,275.6294,1.4886,1.2201,961,960,99.90
A2020321,2020-11-16,MOD11A2,LST_Night_1km,268.0600,277.0200,165073.1094,8.9600,270.6117,2.0567,1.4341,961,610,63.48
A2020329,2020-11-24,MOD11A2,LST_Night_1km,265.8200,275.7600,258629.2344,9.9400,269.1251,1.5721,1.2538,961,961,100.00
A2020337,2020-12-02,MOD11A2,LST_Night_1km,266.6800,274.9000,230416.2656,8.2200,271.3972,2.4401,1.5621,961,849,88.35
A2020345,2020-12-10,MOD11A2,LST_Night_1km,267.6000,274.8800,255507.8125,7.2800,270.6651,0.9714,0.9856,961,944,98.23
A2020353,2020-12-18,MOD11A2,LST_Night_1km,268.6800,276.5200,259905.5156,7.8400,271.8677,1.5067,1.2275,961,956,99.48
A2020361,2020-12-26,MOD11A2,LST_Night_1km,260.4000,273.0200,136327.0938,12.6200,269.4211,3.2035,1.7898,961,506,52.65
A2021001,2021-01-01,MOD11A2,LST_Night_1km,255.3000,271.2200,82202.1094,15.9200,263.4683,10.3372,3.2151,961,312,32.47
A2021009,2021-01-09,MOD11A2,LST_Night_1km,261.4400,271.3200,254449.8906,9.8800,265.8828,2.3030,1.5175,961,957,99.58
A2021017,2021-01-17,MOD11A2,LST_Night_1km,264.7000,278.6800,256910.9688,13.9800,274.1846,3.9442,1.9860,961,937,97.50
A2021025,2021-01-25,MOD11A2,LST_Night_1km,257.1000,268.8400,235716.0469,11.7400,263.6645,2.9040,1.7041,961,894,93.03
A2021033,2021-02-02,MOD11A2,LST_Night_1km,246.2800,267.6200,51904.8477,21.3400,260.8284,20.3303,4.5089,961,199,20.71
A2021041,2021-02-10,MOD11A2,LST_Night_1km,255.0800,264.9200,213204.1406,9.8400,262.2437,2.3603,1.5363,961,813,84.60
A2021049,2021-02-18,MOD11A2,LST_Night_1km,272.8600,279.8400,264903.3125,6.9800,275.6538,2.1808,1.4767,961,961,100.00
A2021057,2021-02-26,MOD11A2,LST_Night_1km,268.2400,277.0000,261388.6719,8.7600,271.9966,1.7959,1.3401,961,961,100.00
A2021065,2021-03-06,MOD11A2,LST_Night_1km,265.6400,272.1000,258740.0000,6.4600,269.2404,1.0809,1.0397,961,961,100.00
A2021073,2021-03-14,MOD11A2,LST_Night_1km,266.0400,273.1400,258161.6250,7.1000,268.9184,1.7362,1.3177,961,960,99.90
A2021081,2021-03-22,MOD11A2,LST_Night_1km,270.4800,276.0600,262250.0312,5.5800,272.8929,0.7897,0.8887,961,961,100.00
A2021089,2021-03-30,MOD11A2,LST_Night_1km,270.1600,278.2400,263554.4375,8.0800,274.2502,1.8284,1.3522,961,961,100.00
A2021097,2021-04-07,MOD11A2,LST_Night_1km,266.7200,278.9600,179364.4844,12.2400,275.0989,4.1041,2.0259,961,652,67.85
A2021105,2021-04-15,MOD11A2,LST_Night_1km,259.0600,275.6400,9255.9609,16.5800,264.4560,41.5957,6.4495,961,35,3.64
A2021113,2021-04-23,MOD11A2,LST_Night_1km,271.0400,278.0200,263202.0312,6.9800,273.8835,1.1873,1.0896,961,961,100.00
A2021121,2021-05-01,MOD11A2,LST_Night_1km,272.6000,280.5200,265232.1875,7.9200,275.9960,1.2926,1.1369,961,961,100.00
A2021129,2021-05-09,MOD11A2,LST_Night_1km,281.0800,288.2200,274277.6875,7.1400,285.4086,0.9713,0.9855,961,961,100.00
A2021137,2021-05-17,MOD11A2,LST_Night_1km,275.3600,282.6800,269161.5938,7.3200,280.0849,0.9504,0.9749,961,961,100.00
A2021145,2021-05-25,MOD11A2,LST_Night_1km,272.5000,283.1400,267982.6562,10.6400,279.4397,0.6010,0.7753,961,959,99.79
A2021153,2021-06-02,MOD11A2,LST_Night_1km,282.2400,286.9400,273665.0312,4.7000,284.7711,0.8559,0.9251,961,961,100.00
A2021161,2021-06-10,MOD11A2,LST_Night_1km,282.5800,287.4600,274430.2812,4.8800,285.5674,0.5202,0.7213,961,961,100.00
A2021169,2021-06-18,MOD11A2,LST_Night_1km,288.0000,295.0600,280164.0938,7.0600,291.5339,1.1717,1.0824,961,961,100.00
A2021177,2021-06-26,MOD11A2,LST_Night_1km,286.0200,294.4200,278390.7500,8.4000,289.6886,2.9446,1.7160,961,961,100.00
A2021185,2021-07-04,MOD11A2,LST_Night_1km,288.1000,295.6200,279327.8750,7.5200,290.6638,1.7245,1.3132,961,961,100.00
A2021193,2021-07-12,MOD11A2,LST_Night_1km,284.1000,290.3200,244680.1094,6.2200,288.5379,0.6391,0.7995,961,848,88.24
A2021201,2021-07-20,MOD11A2,LST_Night_1km,280.5800,292.3400,269949.9062,11.7600,287.7931,3.4624,1.8608,961,938,97.61
A2021209,2021-07-28,MOD11A2,LST_Night_1km,287.0800,294.9600,277927.0312,7.8800,289.2061,0.6204,0.7877,961,961,100.00
A2021217,2021-08-05,MOD11A2,LST_Night_1km,280.0800,291.0000,272016.0625,10.9200,286.9368,1.0682,1.0335,961,948,98.65
A2021225,2021-08-13,MOD11A2,LST_Night_1km,285.2800,294.9000,277920.6875,9.6200,289.1995,1.3405,1.1578,961,961,100.00
A2021233,2021-08-21,MOD11A2,LST_Night_1km,279.7400,286.1800,272111.3125,6.4400,283.1543,0.7918,0.8898,961,961,100.00
A2021241,2021-08-29,MOD11A2,LST_Night_1km,278.7800,286.9400,272067.9062,8.1600,283.1092,0.9019,0.9497,961,961,100.00
A2021249,2021-09-06,MOD11A2,LST_Night_1km,281.8000,288.7600,273422.1250,6.9600,284.5183,1.3223,1.1499,961,961,100.00
A2021257,2021-09-14,MOD11A2,LST_Night_1km,276.4400,288.0200,273547.9688,11.5800,285.5407,1.0721,1.0354,961,958,99.69
A2021265,2021-09-22,MOD11A2,LST_Night_1km,279.4800,286.8800,272139.1875,7.4000,283.1833,1.0712,1.0350,961,961,100.00
A2021273,2021-09-30,MOD11A2,LST_Night_1km,278.8000,286.9600,270569.1250,8.1600,281.5496,1.1701,1.0817,961,961,100.00
A2021281,2021-10-08,MOD11A2,LST_Night_1km,272.7400,282.1600,258550.9844,9.4200,275.0542,1.0711,1.0350,961,940,97.81
A2021289,2021-10-16,MOD11A2,LST_Night_1km,276.0400,283.2800,268237.9375,7.2400,279.1238,1.5152,1.2310,961,961,100.00
A2021297,2021-10-24,MOD11A2,LST_Night_1km,274.3000,282.6400,267113.1562,8.3400,277.9533,3.3806,1.8386,961,961,100.00
A2021305,2021-11-01,MOD11A2,LST_Night_1km,270.1000,279.5600,263342.5938,9.4600,274.0298,3.0181,1.7373,961,961,100.00
A2021313,2021-11-09,MOD11A2,LST_Night_1km,270.8000,278.7400,263233.4375,7.9400,273.9162,1.1852,1.0887,961,961,100.00
A2021321,2021-11-17,MOD11A2,LST_Night_1km,265.8800,275.3200,261032.4062,9.4400,271.6258,1.4347,1.1978,961,961,100.00
A2021329,2021-11-25,MOD11A2,LST_Night_1km,256.7600,276.0800,196970.4531,19.3200,271.6834,3.5584,1.8864,961,725,75.44
A2021337,2021-12-03,MOD11A2,LST_Night_1km,261.6000,271.2600,207860.1875,9.6600,266.8295,2.6153,1.6172,961,779,81.06
A2021345,2021-12-11,MOD11A2,LST_Night_1km,261.8400,272.3800,256058.9062,10.5400,267.2849,3.8266,1.9562,961,958,99.69
A2021353,2021-12-19,MOD11A2,LST_Night_1km,246.4800,269.8600,250568.9531,23.3800,261.5542,5.6741,2.3820,961,958,99.69
A2021361,2021-12-27,MOD11A2,LST_Night_1km,263.3200,274.2000,169846.7656,10.8800,269.1708,8.2930,2.8798,961,631,65.66
A2022001,2022-01-01,MOD11A2,LST_Night_1km,263.7000,273.8000,257321.5625,10.1000,268.6029,2.0809,1.4425,961,958,99.69
A2022009,2022-01-09,MOD11A2,LST_Night_1km,259.1600,272.0200,255897.4688,12.8600,266.2825,6.2094,2.4919,961,961,100.00
A2022017,2022-01-17,MOD11A2,LST_Night_1km,260.9400,268.2000,254815.7969,7.2600,265.1569,2.0581,1.4346,961,961,100.00
A2022025,2022-01-25,MOD11A2,LST_Night_1km,255.8000,270.9800,244765.3906,15.1800,265.1846,6.4293,2.5356,961,923,96.05
A2022033,2022-02-02,MOD11A2,LST_Night_1km,252.7000,272.3600,87497.5781,19.6600,264.3431,50.4387,7.1020,961,331,34.44
A2022041,2022-02-10,MOD11A2,LST_Night_1km,262.6200,273.5800,259293.9375,10.9600,269.8168,1.5536,1.2464,961,961,100.00
A2022049,2022-02-18,MOD11A2,LST_Night_1km,268.8000,273.5200,261244.7969,4.7200,271.8468,0.7605,0.8721,961,961,100.00
A2022057,2022-02-26,MOD11A2,LST_Night_1km,260.7800,271.3400,205690.3906,10.5600,268.5253,1.6745,1.2940,961,766,79.71
A2022065,2022-03-06,MOD11A2,LST_Night_1km,264.2800,270.1000,256824.1250,5.8200,267.2467,1.1413,1.0683,961,961,100.00
A2022073,2022-03-14,MOD11A2,LST_Night_1km,268.9800,274.2400,260825.2656,5.2600,271.4103,1.2414,1.1142,961,961,100.00
A2022081,2022-03-22,MOD11A2,LST_Night_1km,271.5000,280.0000,264935.8125,8.5000,275.6876,2.8456,1.6869,961,961,100.00
A2022089,2022-03-30,MOD11A2,LST_Night_1km,,,,,,,,961,0,0.00
A2022097,2022-04-07,MOD11A2,LST_Night_1km,267.2200,281.0400,256032.5781,13.8200,274.4186,4.2863,2.0703,961,933,97.09
A2022105,2022-04-15,MOD11A2,LST_Night_1km,267.0800,275.8600,141838.6406,8.7800,272.7666,1.5753,1.2551,961,520,54.11
A2022113,2022-04-23,MOD11A2,LST_Night_1km,272.3400,280.1400,266200.9688,7.8000,277.0041,1.5500,1.2450,961,961,100.00
A2022121,2022-05-01,MOD11A2,LST_Night_1km,277.7600,284.5600,236298.2812,6.8000,280.3064,1.0672,1.0331,961,843,87.72
A2022129,2022-05-09,MOD11A2,LST_Night_1km,279.8800,286.0000,271315.4688,6.1200,282.3262,0.7969,0.8927,961,961,100.00
A2022137,2022-05-17,MOD11A2,LST_Night_1km,276.4600,285.1000,269378.2500,8.6400,280.3104,1.4018,1.1840,961,961,100.00
A2022145,2022-05-25,MOD11A2,LST_Night_1km,267.1200,285.4200,204736.1719,18.3000,280.8452,10.3937,3.2239,961,729,75.86
A2022153,2022-06-02,MOD11A2,LST_Night_1km,282.2800,290.2200,247315.3438,7.9400,285.9137,1.6238,1.2743,961,865,90.01
A2022161,2022-06-10,MOD11A2,LST_Night_1km,282.9800,288.7400,273684.3750,5.7600,285.6831,0.9189,0.9586,961,958,99.69
A2022169,2022-06-18,MOD11A2,LST_Night_1km,284.0200,293.8800,277206.9688,9.8600,288.4568,3.2513,1.8031,961,961,100.00
A2022177,2022-06-26,MOD11A2,LST_Night_1km,287.4600,294.3400,279236.2812,6.8800,290.5685,0.6940,0.8331,961,961,100.00
A2022185,2022-07-04,MOD11A2,LST_Night_1km,270.6000,284.9200,30045.9805,14.3200,280.8036,9.4104,3.0676,961,107,11.13
A2022193,2022-07-12,MOD11A2,LST_Night_1km,282.8800,292.2000,271881.0312,9.3200,285.8896,1.4585,1.2077,961,951,98.96
A2022201,2022-07-20,MOD11A2,LST_Night_1km,287.6600,293.7800,278805.3438,6.1200,290.1200,0.9893,0.9946,961,961,100.00
A2022209,2022-07-28,MOD11A2,LST_Night_1km,287.2000,292.6400,277983.5000,5.4400,289.2648,0.6304,0.7940,961,961,100.00
A2022217,2022-08-05,MOD11A2,LST_Night_1km,282.6400,289.0200,235266.9531,6.3800,286.2128,0.5923,0.7696,961,822,85.54
A2022225,2022-08-13,MOD11A2,LST_Night_1km,288.5000,294.9600,279520.6875,6.4600,291.4710,1.2815,1.1321,961,959,99.79
A2022233,2022-08-21,MOD11A2,LST_Night_1km,286.6800,294.7800,251186.8906,8.1000,290.0541,1.5133,1.2301,961,866,90.11
A2022241,2022-08-29,MOD11A2,LST_Night_1km,282.0000,285.7800,272641.2812,3.7800,283.7058,0.5186,0.7202,961,961,100.00
A2022249,2022-09-06,MOD11A2,LST_Night_1km,275.3800,284.1400,258297.7969,8.7600,281.9845,1.8318,1.3535,961,916,95.32
A2022257,2022-09-14,MOD11A2,LST_Night_1km,262.7600,282.9000,146871.4844,20.1400,279.2234,4.9696,2.2293,961,526,54.73
A2022265,2022-09-22,MOD11A2,LST_Night_1km,273.8400,278.8000,253508.7188,4.9600,276.4544,0.9408,0.9699,961,917,95.42
A2022273,2022-09-30,MOD11A2,LST_Night_1km,274.6800,286.0600,270039.4375,11.3800,280.9984,6.0001,2.4495,961,961,100.00
A2022281,2022-10-08,MOD11A2,LST_Night_1km,274.5200,280.2000,266101.5625,5.6800,276.9007,1.0497,1.0246,961,961,100.00
A2022297,2022-10-24,MOD11A2,LST_Night_1km,279.0400,285.2400,270810.9688,6.2000,281.8012,1.3420,1.1584,961,961,100.00
A2022305,2022-11-01,MOD11A2,LST_Night_1km,274.3200,279.8600,262976.9375,5.5400,277.1095,0.7644,0.8743,961,949,98.75
A2022313,2022-11-09,MOD11A2,LST_Night_1km,273.1200,280.4600,265515.6250,7.3400,276.2910,1.5854,1.2591,961,961,100.00
A2022321,2022-11-17,MOD11A2,LST_Night_1km,263.4800,273.2800,129684.7734,9.8000,267.3913,3.5957,1.8962,961,485,50.47
A2022329,2022-11-25,MOD11A2,LST_Night_1km,264.3400,275.2800,259321.6094,10.9400,269.8456,3.4168,1.8485,961,961,100.00
A2022337,2022-12-03,MOD11A2,LST_Night_1km,258.6000,274.8800,64493.8438,16.2800,270.9825,11.4649,3.3860,961,238,24.77
A2022345,2022-12-11,MOD11A2,LST_Night_1km,251.6600,265.0400,241246.5156,13.3800,259.1262,4.4508,2.1097,961,931,96.88
A2022353,2022-12-19,MOD11A2,LST_Night_1km,265.7400,276.0200,186277.1719,10.2800,272.7338,5.5966,2.3657,961,683,71.07
A2022361,2022-12-27,MOD11A2,LST_Night_1km,266.4400,275.8400,257223.1875,9.4000,273.0607,1.4303,1.1959,961,942,98.02
