date[YYYYDDD],date,product,band,min,max,sum,range,mean,variance,standard_deviation,tot_pixels,pixels_pass_qa,per_cent_pixels_pass_qa
A2000049,2000-02-18,MOD11A2,LST_Night_1km,,,,,,,,961,0,0.00
A2000057,2000-02-26,MOD11A2,LST_Night_1km,268.3600,274.8000,261258.3438,6.4400,271.8609,1.0851,1.0417,961,961,100.00
A2000065,2000-03-05,MOD11A2,LST_Night_1km,254.6400,272.5600,37200.9883,17.9200,265.7213,20.9942,4.5819,961,140,14.57
A2000073,2000-03-13,MOD11A2,LST_Night_1km,270.2400,272.9800,18223.2832,2.7400,271.9893,0.6273,0.7920,961,67,6.97
A2000081,2000-03-21,MOD11A2,LST_Night_1km,264.5400,276.7600,255305.1719,12.2200,273.9326,3.5237,1.8772,961,932,96.98
A2000089,2000-03-29,MOD11A2,LST_Night_1km,272.3600,279.5600,243122.9844,7.2000,275.6496,1.1146,1.0557,961,882,91.78
A2000097,2000-04-06,MOD11A2,LST_Night_1km,269.8600,279.8000,236480.2656,9.9400,274.0212,4.7825,2.1869,961,863,89.80
A2000105,2000-04-14,MOD11A2,LST_Night_1km,278.9400,284.4600,271070.8438,5.5200,282.0716,0.6641,0.8149,961,961,100.00
A2000113,2000-04-22,MOD11A2,LST_Night_1km,281.7600,287.0200,272887.2188,5.2600,283.9617,1.2791,1.1310,961,961,100.00
A2000121,2000-04-30,MOD11A2,LST_Night_1km,277.2000,282.4200,268703.9375,5.2200,279.6087,1.1288,1.0625,961,961,100.00
A2000129,2000-05-08,MOD11A2,LST_Night_1km,279.1600,285.4000,271254.8750,6.2400,282.2631,0.7585,0.8709,961,961,100.00
A2000137,2000-05-16,MOD11A2,LST_Night_1km,280.1400,288.8400,272217.7188,8.7000,283.2650,1.2681,1.1261,961,961,100.00
A2000145,2000-05-24,MOD11A2,LST_Night_1km,282.2800,288.8200,274355.9375,6.5400,285.4901,2.8300,1.6823,961,961,100.00
A2000153,2000-06-01,MOD11A2,LST_Night_1km,282.2800,287.7200,273794.8438,5.4400,284.9062,1.0192,1.0095,961,961,100.00
A2000161,2000-06-09,MOD11A2,LST_Night_1km,286.2400,291.4000,277748.1875,5.1600,289.0200,0.7971,0.8928,961,961,100.00
A2000169,2000-06-17,MOD11A2,LST_Night_1km,281.4200,293.0800,275125.2500,11.6600,286.2906,3.6895,1.9208,961,961,100.00
A2000177,2000-06-25,MOD11A2,LST_Night_1km,277.4400,287.7600,215900.6719,10.3200,284.0798,3.7016,1.9240,961,760,79.08
A2000185,2000-07-03,MOD11A2,LST_Night_1km,281.2800,286.7800,273889.5312,5.5000,285.0047,0.6240,0.7899,961,961,100.00
A2000193,2000-07-11,MOD11A2,LST_Night_1km,274.1000,275.6600,4132.5396,1.5600,275.5026,0.1802,0.4244,961,15,1.56
A2000201,2000-07-19,MOD11A2,LST_Night_1km,278.6200,288.6600,275031.5000,10.0400,286.1930,2.2327,1.4942,961,961,100.00
A2000209,2000-07-27,MOD11A2,LST_Night_1km,282.5600,291.6800,265196.2500,9.1200,286.6986,2.1865,1.4787,961,925,96.25
A2000217,2000-08-04,MOD11A2,LST_Night_1km,284.4800,287.7000,67736.5703,3.2200,285.8083,0.3971,0.6302,961,237,24.66
A2000225,2000-08-12,MOD11A2,LST_Night_1km,289.1600,298.1800,211098.9062,9.0200,293.1929,3.0490,1.7461,961,720,74.92
A2000233,2000-08-20,MOD11A2,LST_Night_1km,284.5200,295.8800,276378.2188,11.3600,287.5944,4.4414,2.1075,961,961,100.00
A2000241,2000-08-28,MOD11A2,LST_Night_1km,280.7400,286.2200,272589.4062,5.4800,283.6518,1.1824,1.0874,961,961,100.00
A2000249,2000-09-05,MOD11A2,LST_Night_1km,279.2200,284.8200,270943.2500,5.6000,281.9389,0.9540,0.9767,961,961,100.00
A2000257,2000-09-13,MOD11A2,LST_Night_1km,271.6800,285.7800,261884.1562,14.1000,279.7908,2.9957,1.7308,961,936,97.40
A2000265,2000-09-21,MOD11A2,LST_Night_1km,277.9600,282.6800,269073.9375,4.7200,279.9937,0.8816,0.9389,961,961,100.00
A2000273,2000-09-29,MOD11A2,LST_Night_1km,279.1800,286.7200,271824.4062,7.5400,282.8558,1.6870,1.2988,961,961,100.00
A2000281,2000-10-07,MOD11A2,LST_Night_1km,279.2400,288.6000,263083.9688,9.3600,284.1080,3.0283,1.7402,961,926,96.36
A2000289,2000-10-15,MOD11A2,LST_Night_1km,275.8400,283.0600,267982.0625,7.2200,278.8575,1.6101,1.2689,961,961,100.00
A2000297,2000-10-23,MOD11A2,LST_Night_1km,271.8000,285.5600,184775.6406,13.7600,277.8581,7.1948,2.6823,961,665,69.20
A2000305,2000-10-31,MOD11A2,LST_Night_1km,273.6600,279.9800,265360.1562,6.3200,276.1292,1.2290,1.1086,961,961,100.00
A2000313,2000-11-08,MOD11A2,LST_Night_1km,273.3200,278.2600,264924.5000,4.9400,275.6759,0.9545,0.9770,961,961,100.00
A2000321,2000-11-16,MOD11A2,LST_Night_1km,273.6400,279.6800,177951.0469,6.0400,275.4660,0.8536,0.9239,961,646,67.22
A2000329,2000-11-24,MOD11A2,LST_Night_1km,265.4000,278.3000,261701.9062,12.9000,272.3225,4.3907,2.0954,961,961,100.00
A2000337,2000-12-02,MOD11A2,LST_Night_1km,270.1800,277.2000,261897.7656,7.0200,273.3797,2.0449,1.4300,961,958,99.69
A2000345,2000-12-10,MOD11A2,LST_Night_1km,260.3800,269.8400,9650.1621,9.4600,268.0601,4.2336,2.0576,961,36,3.75
A2000353,2000-12-18,MOD11A2,LST_Night_1km,261.3600,268.3600,249208.3906,7.0000,264.8336,1.8502,1.3602,961,941,97.92
A2000361,2000-12-26,MOD11A2,LST_Night_1km,261.8200,274.4200,171418.8438,12.6000,269.5265,10.0977,3.1777,961,636,66.18
A2001001,2001-01-01,MOD11A2,LST_Night_1km,259.0200,270.4400,254942.2500,11.4200,265.2885,4.7314,2.1752,961,961,100.00
A2001009,2001-01-09,MOD11A2,LST_Night_1km,256.7800,265.6800,251875.6094,8.9000,262.0974,2.7950,1.6718,961,961,100.00
A2001017,2001-01-17,MOD11A2,LST_Night_1km,258.2000,268.2800,252110.0469,10.0800,262.3414,4.6905,2.1658,961,961,100.00
A2001025,2001-01-25,MOD11A2,LST_Night_1km,253.5800,272.9200,257499.0000,19.3400,270.1983,2.2961,1.5153,961,953,99.17
A2001033,2001-02-02,MOD11A2,LST_Night_1km,272.8600,279.5600,265722.5938,6.7000,276.5063,2.4036,1.5504,961,961,100.00
A2001041,2001-02-10,MOD11A2,LST_Night_1km,268.1000,274.5400,260110.2500,6.4400,270.6662,1.1290,1.0625,961,961,100.00
A2001049,2001-02-18,MOD11A2,LST_Night_1km,255.8400,264.6800,242989.9062,8.8400,259.6046,2.9739,1.7245,961,936,97.40
A2001057,2001-02-26,MOD11A2,LST_Night_1km,256.1400,267.0000,253290.7500,10.8600,263.5700,2.3287,1.5260,961,961,100.00
A2001065,2001-03-06,MOD11A2,LST_Night_1km,266.7400,275.8000,259369.0156,9.0600,272.4464,2.0855,1.4441,961,952,99.06
A2001073,2001-03-14,MOD11A2,LST_Night_1km,268.5800,274.8200,261660.9219,6.2400,272.8477,0.7379,0.8590,961,959,99.79
A2001081,2001-03-22,MOD11A2,LST_Night_1km,264.6400,274.9400,254932.5781,10.3000,271.7831,2.4626,1.5693,961,938,97.61
A2001089,2001-03-30,MOD11A2,LST_Night_1km,274.6800,280.3200,266395.0625,5.6400,277.2061,1.1597,1.0769,961,961,100.00
A2001097,2001-04-07,MOD11A2,LST_Night_1km,266.5000,274.3600,14152.8018,7.8600,272.1693,4.5146,2.1248,961,52,5.41
A2001105,2001-04-15,MOD11A2,LST_Night_1km,266.3800,275.4000,102080.2422,9.0200,272.9418,2.1677,1.4723,961,374,38.92
A2001113,2001-04-23,MOD11A2,LST_Night_1km,276.4400,285.7600,270445.5625,9.3200,281.4210,2.9050,1.7044,961,961,100.00
A2001121,2001-05-01,MOD11A2,LST_Night_1km,282.9200,287.9600,273912.6562,5.0400,285.0288,0.7148,0.8454,961,961,100.00
A2001129,2001-05-09,MOD11A2,LST_Night_1km,278.1600,283.4200,269884.3750,5.2600,280.8370,0.9480,0.9737,961,961,100.00
A2001137,2001-05-17,MOD11A2,LST_Night_1km,277.8600,282.4600,269194.5312,4.6000,280.1192,0.8190,0.9050,961,961,100.00
A2001145,2001-05-25,MOD11A2,LST_Night_1km,279.6200,285.4800,271870.7812,5.8600,282.9041,1.5646,1.2508,961,961,100.00
A2001153,2001-06-02,MOD11A2,LST_Night_1km,274.7800,284.8800,95653.2734,10.1000,280.5081,9.6737,3.1103,961,341,35.48
A2001161,2001-06-10,MOD11A2,LST_Night_1km,277.4200,285.6600,85794.0391,8.2400,282.2172,3.1971,1.7880,961,304,31.63
A2001177,2001-06-26,MOD11A2,LST_Night_1km,,,,,,,,961,0,0.00
A2001185,2001-07-04,MOD11A2,LST_Night_1km,284.4400,292.3800,277286.2188,7.9400,288.5392,1.2966,1.1387,961,961,100.00
A2001193,2001-07-12,MOD11A2,LST_Night_1km,284.1000,293.9400,276800.6250,9.8400,288.0339,1.1642,1.0790,961,961,100.00
A2001201,2001-07-20,MOD11A2,LST_Night_1km,284.1000,287.4400,274755.8750,3.3400,285.9062,0.4158,0.6448,961,961,100.00
A2001209,2001-07-28,MOD11A2,LST_Night_1km,282.3200,289.7400,276421.7188,7.4200,287.6397,0.6872,0.8290,961,961,100.00
A2001217,2001-08-05,MOD11A2,LST_Night_1km,282.2400,286.9600,272872.8125,4.7200,284.8359,0.9594,0.9795,961,958,99.69
A2001225,2001-08-13,MOD11A2,LST_Night_1km,287.7800,293.4600,278744.0000,5.6800,290.0562,0.6923,0.8320,961,961,100.00
A2001233,2001-08-21,MOD11A2,LST_Night_1km,286.1200,290.5000,277220.6250,4.3800,288.4710,0.4705,0.6860,961,961,100.00
A2001241,2001-08-29,MOD11A2,LST_Night_1km,279.6200,284.7200,270871.2500,5.1000,281.8640,0.7177,0.8472,961,961,100.00
A2001249,2001-09-06,MOD11A2,LST_Night_1km,275.9000,283.9800,146185.5938,8.0800,282.2116,1.3375,1.1565,961,518,53.90
A2001257,2001-09-14,MOD11A2,LST_Night_1km,278.9400,283.6200,270142.3750,4.6800,281.1055,0.4711,0.6864,961,961,100.00
A2001265,2001-09-22,MOD11A2,LST_Night_1km,274.6600,282.3200,260607.4688,7.6600,278.7246,1.7038,1.3053,961,935,97.29
A2001273,2001-09-30,MOD11A2,LST_Night_1km,281.3800,286.4600,273168.3125,5.0800,284.2542,0.8756,0.9357,961,961,100.00
A2001281,2001-10-08,MOD11A2,LST_Night_1km,279.3400,285.1800,271251.0312,5.8400,282.2591,1.0991,1.0484,961,961,100.00
A2001289,2001-10-16,MOD11A2,LST_Night_1km,275.6600,281.4200,246747.2812,5.7600,278.1818,1.5647,1.2509,961,887,92.30
A2001297,2001-10-24,MOD11A2,LST_Night_1km,271.5600,283.1400,266107.1562,11.5800,276.9065,0.8082,0.8990,961,961,100.00
A2001305,2001-11-01,MOD11A2,LST_Night_1km,270.0800,274.9000,261404.9844,4.8200,272.5808,0.7926,0.8903,961,959,99.79
A2001313,2001-11-09,MOD11A2,LST_Night_1km,268.5200,272.0000,259772.8438,3.4800,270.3151,0.6388,0.7993,961,961,100.00
A2001321,2001-11-17,MOD11A2,LST_Night_1km,263.7600,273.1200,259339.8594,9.3600,270.4274,1.5561,1.2474,961,959,99.79
A2001329,2001-11-25,MOD11A2,LST_Night_1km,264.9400,271.0000,14168.5635,6.0600,267.3314,3.3409,1.8278,961,53,5.52
A2001337,2001-12-03,MOD11A2,LST_Night_1km,253.9600,265.4800,250327.8125,11.5200,260.4868,3.7617,1.9395,961,961,100.00
A2001345,2001-12-11,MOD11A2,LST_Night_1km,249.9200,255.2200,55661.7500,5.3000,253.0079,1.2869,1.1344,961,220,22.89
A2001353,2001-12-19,MOD11A2,LST_Night_1km,254.9000,265.6600,243794.5156,10.7600,260.7428,3.6680,1.9152,961,935,97.29
A2001361,2001-12-27,MOD11A2,LST_Night_1km,249.8600,266.9800,251518.1406,17.1200,261.7254,5.7240,2.3925,961,961,100.00
A2002001,2002-01-01,MOD11A2,LST_Night_1km,247.2800,267.6000,216757.8125,20.3200,257.1267,26.2859,5.1270,961,843,87.72
A2002009,2002-01-09,MOD11A2,LST_Night_1km,255.1800,267.0800,249728.9375,11.9000,259.8636,4.8767,2.2083,961,961,100.00
A2002017,2002-01-17,MOD11A2,LST_Night_1km,255.8000,267.9800,249497.1562,12.1800,260.7076,5.6070,2.3679,961,957,99.58
A2002025,2002-01-25,MOD11A2,LST_Night_1km,270.2000,277.5400,264673.5625,7.3400,275.4147,0.6077,0.7795,961,961,100.00
A2002033,2002-02-02,MOD11A2,LST_Night_1km,271.0200,278.1000,263260.6562,7.0800,273.9445,2.2366,1.4955,961,961,100.00
A2002041,2002-02-10,MOD11A2,LST_Night_1km,267.4600,272.9600,259457.9531,5.5000,269.9875,0.9401,0.9696,961,961,100.00
A2002049,2002-02-18,MOD11A2,LST_Night_1km,254.5200,271.0600,9552.7793,16.5400,265.3550,15.2071,3.8996,961,36,3.75
A2002057,2002-02-26,MOD11A2,LST_Night_1km,268.4000,274.9400,261362.4688,6.5400,271.9693,1.0741,1.0364,961,961,100.00
A2002065,2002-03-06,MOD11A2,LST_Night_1km,271.1000,276.7000,262773.5000,5.6000,273.4376,1.2240,1.1063,961,961,100.00
A2002073,2002-03-14,MOD11A2,LST_Night_1km,269.9600,279.5000,264844.9375,9.5400,275.5931,3.5314,1.8792,961,961,100.00
A2002081,2002-03-22,MOD11A2,LST_Night_1km,272.2400,277.5600,263826.2812,5.3200,274.5331,1.0884,1.0433,961,961,100.00
A2002089,2002-03-30,MOD11A2,LST_Night_1km,269.6200,276.7600,262891.9688,7.1400,273.5609,1.2301,1.1091,961,961,100.00
A2002097,2002-04-07,MOD11A2,LST_Night_1km,269.1200,279.8200,261146.8438,10.7000,273.7388,4.0644,2.0160,961,954,99.27
A2002105,2002-04-15,MOD11A2,LST_Night_1km,275.1600,280.7000,267060.6250,5.5400,278.1881,1.0622,1.0307,961,960,99.90
A2002113,2002-04-23,MOD11A2,LST_Night_1km,268.7000,280.8600,245132.3594,12.1600,277.2990,2.0158,1.4198,961,884,91.99
A2002121,2002-05-01,MOD11A2,LST_Night_1km,281.4600,287.2400,273126.9688,5.7800,284.2112,0.9248,0.9617,961,961,100.00
A2002129,2002-05-09,MOD11A2,LST_Night_1km,278.3000,287.8800,220443.1719,9.5800,284.0763,1.7992,1.3413,961,776,80.75
A2002137,2002-05-17,MOD11A2,LST_Night_1km,281.4600,285.0600,272121.6562,3.6000,283.1651,0.5167,0.7188,961,961,100.00
A2002145,2002-05-25,MOD11A2,LST_Night_1km,262.7600,283.2200,12274.3408,20.4600,272.7631,44.9549,6.7048,961,45,4.68
A2002153,2002-06-02,MOD11A2,LST_Night_1km,280.7800,286.0200,272027.9062,5.2400,283.6579,1.0773,1.0379,961,959,99.79
A2002161,2002-06-10,MOD11A2,LST_Night_1km,282.2000,285.9600,272951.5000,3.7600,284.0286,0.5770,0.7596,961,961,100.00
A2002169,2002-06-18,MOD11A2,LST_Night_1km,286.2200,293.1400,277601.0312,6.9200,288.8669,1.1405,1.0679,961,961,100.00
A2002177,2002-06-26,MOD11A2,LST_Night_1km,281.5200,287.7800,273771.4688,6.2600,284.8819,2.4290,1.5585,961,961,100.00
A2002185,2002-07-04,MOD11A2,LST_Night_1km,287.3000,292.1400,278077.5625,4.8400,289.3627,0.6404,0.8002,961,961,100.00
A2002193,2002-07-12,MOD11A2,LST_Night_1km,286.5400,289.4200,269271.0938,2.8800,287.9905,0.3063,0.5534,961,935,97.29
A2002201,2002-07-20,MOD11A2,LST_Night_1km,282.9400,288.4200,274022.3125,5.4800,285.4399,0.5560,0.7457,961,960,99.90
A2002209,2002-07-28,MOD11A2,LST_Night_1km,286.8400,291.0600,277665.2812,4.2200,289.2347,0.4804,0.6931,961,960,99.90
A2002217,2002-08-05,MOD11A2,LST_Night_1km,279.6000,288.7200,60235.5234,9.1200,286.8358,3.1171,1.7655,961,210,21.85
A2002225,2002-08-13,MOD11A2,LST_Night_1km,284.5800,289.5800,275762.6250,5.0000,286.9538,0.7784,0.8823,961,961,100.00
A2002233,2002-08-21,MOD11A2,LST_Night_1km,285.3600,292.0400,273468.1875,6.6800,287.2565,0.6597,0.8122,961,952,99.06
A2002241,2002-08-29,MOD11A2,LST_Night_1km,283.4200,288.9800,267697.2188,5.5600,286.6137,0.8625,0.9287,961,934,97.19
A2002249,2002-09-06,MOD11A2,LST_Night_1km,280.6800,285.2000,271912.0000,4.5200,282.9469,0.6043,0.7774,961,961,100.00
A2002257,2002-09-14,MOD11A2,LST_Night_1km,278.1000,283.3000,225616.1094,5.2000,281.6681,0.6189,0.7867,961,801,83.35
A2002265,2002-09-22,MOD11A2,LST_Night_1km,267.3200,278.3400,264464.6875,11.0200,275.1974,1.5334,1.2383,961,961,100.00
A2002273,2002-09-30,MOD11A2,LST_Night_1km,274.4800,281.4000,267402.7500,6.9200,278.2547,1.1806,1.0866,961,961,100.00
A2002281,2002-10-08,MOD11A2,LST_Night_1km,266.4200,279.6800,64258.1289,13.2600,274.6074,7.6814,2.7715,961,234,24.35
A2002289,2002-10-16,MOD11A2,LST_Night_1km,272.6600,282.2400,266760.3438,9.5800,277.5862,1.4797,1.2164,961,961,100.00
A2002297,2002-10-24,MOD11A2,LST_Night_1km,272.9800,282.8000,235152.5625,9.8200,276.9759,3.6739,1.9167,961,849,88.35
A2002305,2002-11-01,MOD11A2,LST_Night_1km,263.3000,273.0000,257498.3594,9.7000,267.9483,3.3619,1.8335,961,961,100.00
A2002313,2002-11-09,MOD11A2,LST_Night_1km,270.3600,278.0400,210743.7031,7.6800,274.0490,1.3924,1.1800,961,769,80.02
A2002321,2002-11-17,MOD11A2,LST_Night_1km,271.7000,282.6400,266278.5938,10.9400,277.0849,2.6228,1.6195,961,961,100.00
A2002329,2002-11-25,MOD11A2,LST_Night_1km,269.7400,274.1400,64683.6719,4.4000,272.9269,0.8106,0.9003,961,237,24.66
A2002337,2002-12-03,MOD11A2,LST_Night_1km,257.2800,265.0200,250885.8594,7.7400,261.0675,2.0079,1.4170,961,961,100.00
A2002345,2002-12-11,MOD11A2,LST_Night_1km,258.9000,265.1400,251469.7812,6.2400,261.6751,1.1330,1.0644,961,961,100.00
A2002353,2002-12-19,MOD11A2,LST_Night_1km,251.8600,269.5800,247835.3594,17.7200,257.8932,16.7017,4.0868,961,961,100.00
A2002361,2002-12-27,MOD11A2,LST_Night_1km,252.4000,263.0200,193612.9688,10.6200,258.4953,4.7485,2.1791,961,749,77.94
A2003001,2003-01-01,MOD11A2,LST_Night_1km,250.2400,269.3400,246517.5938,19.1000,260.5894,11.8045,3.4358,961,946,98.44
A2003009,2003-01-09,MOD11A2,LST_Night_1km,262.3400,273.1400,258740.7500,10.8000,271.5013,2.1096,1.4524,961,953,99.17
A2003017,2003-01-17,MOD11A2,LST_Night_1km,267.7000,271.9800,259239.4219,4.2800,269.7601,0.6126,0.7827,961,961,100.00
A2003025,2003-01-25,MOD11A2,LST_Night_1km,261.5400,272.4200,234908.9844,10.8800,267.2457,3.2372,1.7992,961,879,91.47
A2003033,2003-02-02,MOD11A2,LST_Night_1km,248.4000,263.9400,188244.6406,15.5400,260.3660,2.2580,1.5027,961,723,75.23
A2003041,2003-02-10,MOD11A2,LST_Night_1km,249.1600,261.2000,239600.1875,12.0400,256.2569,4.6726,2.1616,961,935,97.29
A2003049,2003-02-18,MOD11A2,LST_Night_1km,260.8000,270.3600,254891.2656,9.5600,265.2354,3.4807,1.8657,961,961,100.00
A2003057,2003-02-26,MOD11A2,LST_Night_1km,264.3000,272.5200,257345.1562,8.2200,267.7889,2.1295,1.4593,961,961,100.00
A2003065,2003-03-06,MOD11A2,LST_Night_1km,262.2000,269.6200,256210.9062,7.4200,266.6086,1.5120,1.2296,961,961,100.00
A2003073,2003-03-14,MOD11A2,LST_Night_1km,262.3000,270.7200,256606.3906,8.4200,267.0202,1.7849,1.3360,961,961,100.00
A2003081,2003-03-22,MOD11A2,LST_Night_1km,270.9600,276.7400,262670.5312,5.7800,273.3304,1.0834,1.0409,961,961,100.00
A2003089,2003-03-30,MOD11A2,LST_Night_1km,268.9200,274.7800,258417.1250,5.8600,270.8775,0.9895,0.9947,961,954,99.27
A2003097,2003-04-07,MOD11A2,LST_Night_1km,270.2400,276.8600,262301.9688,6.6200,272.9469,1.8412,1.3569,961,961,100.00
A2003105,2003-04-15,MOD11A2,LST_Night_1km,273.1000,278.9600,265448.6875,5.8600,276.2213,1.2290,1.1086,961,961,100.00
A2003113,2003-04-23,MOD11A2,LST_Night_1km,272.6200,280.9200,265117.5312,8.3000,277.3196,1.9057,1.3805,961,956,99.48
A2003121,2003-05-01,MOD11A2,LST_Night_1km,281.3200,286.4000,272465.0938,5.0800,283.5225,0.7535,0.8681,961,961,100.00
A2003129,2003-05-09,MOD11A2,LST_Night_1km,275.3800,286.3600,253687.4844,10.9800,278.7775,3.2794,1.8109,961,910,94.69
A2003137,2003-05-17,MOD11A2,LST_Night_1km,283.0800,289.3400,274427.5312,6.2600,285.8620,2.0533,1.4329,961,960,99.90
A2003145,2003-05-25,MOD11A2,LST_Night_1km,282.9600,287.6400,274404.9375,4.6800,285.5410,0.7323,0.8558,961,961,100.00
A2003153,2003-06-02,MOD11A2,LST_Night_1km,285.4000,289.7800,276238.3125,4.3800,287.4488,0.6004,0.7749,961,961,100.00
A2003161,2003-06-10,MOD11A2,LST_Night_1km,283.5600,292.9800,275252.6250,9.4200,286.4231,1.5722,1.2539,961,961,100.00
A2003169,2003-06-18,MOD11A2,LST_Night_1km,276.9000,289.8000,269468.9375,12.9000,284.8509,4.3645,2.0891,961,946,98.44
A2003177,2003-06-26,MOD11A2,LST_Night_1km,281.8200,288.7000,272363.6562,6.8800,285.4965,0.6279,0.7924,961,954,99.27
A2003185,2003-07-04,MOD11A2,LST_Night_1km,277.4000,287.4400,250234.8125,10.0400,285.3304,0.8362,0.9144,961,877,91.26
A2003193,2003-07-12,MOD11A2,LST_Night_1km,281.1200,292.4000,274188.8438,11.2800,287.4097,1.8006,1.3419,961,954,99.27
A2003201,2003-07-20,MOD11A2,LST_Night_1km,288.8800,294.3800,279854.0938,5.5000,291.2113,0.9805,0.9902,961,961,100.00
A2003209,2003-07-28,MOD11A2,LST_Night_1km,287.4000,293.3200,278792.1562,5.9200,290.1063,0.8097,0.8998,961,961,100.00
A2003217,2003-08-05,MOD11A2,LST_Night_1km,284.3800,287.8000,274837.3750,3.4200,286.2889,0.4663,0.6828,961,960,99.90
A2003225,2003-08-13,MOD11A2,LST_Night_1km,284.0600,289.0000,275200.3125,4.9400,286.3687,0.5547,0.7448,961,961,100.00
A2003233,2003-08-21,MOD11A2,LST_Night_1km,282.8200,293.7600,273842.9062,10.9400,285.2530,0.9341,0.9665,961,960,99.90
A2003241,2003-08-29,MOD11A2,LST_Night_1km,276.8800,284.1000,270943.4688,7.2200,281.9391,1.1199,1.0583,961,961,100.00
A2003249,2003-09-06,MOD11A2,LST_Night_1km,279.4000,283.5000,270621.4688,4.1000,281.6040,0.6104,0.7813,961,961,100.00
A2003257,2003-09-14,MOD11A2,LST_Night_1km,281.8400,290.5400,273610.7812,8.7000,284.7147,2.0372,1.4273,961,961,100.00
A2003265,2003-09-22,MOD11A2,LST_Night_1km,278.6000,293.5200,272549.9375,14.9200,283.6107,19.0886,4.3690,961,961,100.00
A2003273,2003-09-30,MOD11A2,LST_Night_1km,272.2800,280.1600,263346.6875,7.8800,277.2070,1.5850,1.2590,961,950,98.86
A2003281,2003-10-08,MOD11A2,LST_Night_1km,265.8400,278.2200,160422.2969,12.3800,275.6397,1.3695,1.1703,961,582,60.56
A2003289,2003-10-16,MOD11A2,LST_Night_1km,270.5400,274.4000,261593.4688,3.8600,272.2097,0.5688,0.7542,961,961,100.00
A2003297,2003-10-24,MOD11A2,LST_Night_1km,267.9200,271.7400,259449.2812,3.8200,269.9785,0.4878,0.6984,961,961,100.00
A2003305,2003-11-01,MOD11A2,LST_Night_1km,265.4800,277.2400,243232.2188,11.7600,275.4612,2.3376,1.5289,961,883,91.88
A2003313,2003-11-09,MOD11A2,LST_Night_1km,267.7400,271.6800,259130.9844,3.9400,269.6472,0.5898,0.7680,961,961,100.00
A2003321,2003-11-17,MOD11A2,LST_Night_1km,265.5400,277.7000,163368.6719,12.1600,273.6494,4.1895,2.0468,961,597,62.12
A2003329,2003-11-25,MOD11A2,LST_Night_1km,271.9600,279.1400,264495.1250,7.1800,275.2291,2.2876,1.5125,961,961,100.00
A2003337,2003-12-03,MOD11A2,LST_Night_1km,266.9800,273.8800,259426.2500,6.9000,269.9545,1.8048,1.3434,961,961,100.00
A2003345,2003-12-11,MOD11A2,LST_Night_1km,252.1000,266.2800,4888.2202,14.1800,257.2747,31.4866,5.6113,961,19,1.98
A2003353,2003-12-19,MOD11A2,LST_Night_1km,260.8000,269.9800,90118.4375,9.1800,265.8361,3.0083,1.7345,961,339,35.28
A2003361,2003-12-27,MOD11A2,LST_Night_1km,,,,,,,,961,0,0.00
A2004001,2004-01-01,MOD11A2,LST_Night_1km,250.4800,268.2200,224842.3906,17.7400,258.1428,15.5246,3.9401,961,871,90.63
A2004009,2004-01-09,MOD11A2,LST_Night_1km,247.5400,272.6800,103694.6406,25.1400,259.8863,13.0323,3.6100,961,399,41.52
A2004017,2004-01-17,MOD11A2,LST_Night_1km,252.1400,261.5800,86484.3047,9.4400,259.7126,2.5979,1.6118,961,333,34.65
A2004025,2004-01-25,MOD11A2,LST_Night_1km,255.6200,272.4800,254207.3594,16.8600,265.0754,7.6735,2.7701,961,959,99.79
A2004033,2004-02-02,MOD11A2,LST_Night_1km,263.2000,276.7400,251366.1094,13.5400,272.9274,5.6081,2.3681,961,921,95.84
A2004041,2004-02-10,MOD11A2,LST_Night_1km,250.1400,258.7400,22856.8379,8.6000,253.9649,2.7668,1.6634,961,90,9.37
A2004049,2004-02-18,MOD11A2,LST_Night_1km,256.4600,266.2000,251715.4375,9.7400,261.9307,3.2056,1.7904,961,961,100.00
A2004057,2004-02-26,MOD11A2,LST_Night_1km,253.8600,265.8200,45480.0352,11.9600,258.4093,8.7892,2.9647,961,176,18.31
A2004065,2004-03-05,MOD11A2,LST_Night_1km,256.5400,265.4000,250849.8438,8.8600,261.0300,3.5130,1.8743,961,961,100.00
A2004073,2004-03-13,MOD11A2,LST_Night_1km,265.2600,280.4600,261590.2969,15.2000,272.2063,3.8929,1.9731,961,961,100.00
A2004081,2004-03-21,MOD11A2,LST_Night_1km,268.9800,277.4800,263307.8125,8.5000,273.9936,3.6028,1.8981,961,961,100.00
A2004089,2004-03-29,MOD11A2,LST_Night_1km,271.3800,275.6800,262847.3750,4.3000,273.5144,0.5637,0.7508,961,961,100.00
A2004097,2004-04-06,MOD11A2,LST_Night_1km,272.0000,276.5000,263535.2188,4.5000,274.2302,0.6911,0.8313,961,961,100.00
A2004105,2004-04-14,MOD11A2,LST_Night_1km,276.0600,279.7800,267311.6250,3.7200,278.1599,0.4693,0.6851,961,961,100.00
A2004113,2004-04-22,MOD11A2,LST_Night_1km,270.8800,280.1600,262201.0938,9.2800,276.2920,2.0962,1.4478,961,949,98.75
A2004121,2004-04-30,MOD11A2,LST_Night_1km,278.9800,284.7000,228321.8125,5.7200,281.5312,1.2853,1.1337,961,811,84.39
A2004129,2004-05-08,MOD11A2,LST_Night_1km,264.8800,283.3200,208488.3750,18.4400,279.8502,8.3343,2.8869,961,745,77.52
